Speed,q
1040,0.00
1008,0.00
976,0.00
950,0.02
954,0.74
981,4.23
972,12.56
978,23.53
973,33.68
961,44.39
971,51.85
957,54.65
967,56.87
958,58.87
966,60.46
961,62.47
967,64.74
963,66.91
965,68.80
965,71.26
970,73.59
968,75.93
969,78.03
969,80.80
973,82.63
970,84.91
971,87.52
972,89.73
975,91.59
975,92.79
975,92.85
977,92.88
977,92.91
979,92.90
980,92.88
984,92.83
982,92.81
984,92.78
985,92.72
988,92.68
987,92.62
987,92.63
990,92.57
991,92.51
993,92.35
992,92.07
996,91.85
995,91.56
997,91.20
997,90.89
998,90.50
1000,89.98
1001,89.44
1004,88.98
1003,88.04
1005,86.42
1003,84.86
1006,83.61
1006,82.68
1009,81.81
1008,81.30
1010,80.84
1012,80.55
1011,80.26
1013,80.08
1014,79.87
1017,79.53
1014,79.08
1016,78.72
1017,78.37
1020,78.18
1016,78.06
1018,78.39
1022,79.32
1023,80.66
1020,81.90
1022,82.77
1026,83.38
1026,84.05
1026,84.74
1024,85.40
1029,85.90
1027,86.45
1032,86.80
1030,87.07
1033,87.25
1030,87.33
1035,87.36
1036,87.33
1037,87.22
1036,86.99
1037,86.64
1041,86.06
1040,85.22
1041,83.47
1040,81.53
1044,80.01
1042,78.39
1045,77.50
1041,76.87
1047,76.05
1045,75.37
1049,74.54
1044,72.99
1048,71.22
1048,69.46
1050,68.18
1050,67.02
1051,65.71
1050,64.29
1049,62.63
1050,60.15
1050,57.69
1051,55.80
1048,54.29
1051,53.24
1050,52.51
1051,51.54
1044,50.55
1050,49.78
1049,49.10
1054,48.66
1050,48.41
1047,48.38
1044,48.36
1049,48.33
1049,48.31
1051,48.36
1047,48.63
1052,49.92
1051,51.98
1048,54.38
1047,57.14
1050,59.03
1051,60.30
1049,61.75
1050,62.55
1049,63.18
1053,63.80
1049,64.19
1052,64.40
1048,64.59
1055,64.69
1052,64.84
1056,65.08
1051,65.26
1056,65.32
1054,65.38
1056,65.39
1052,65.43
1056,65.48
1058,65.45
1060,65.45
1058,65.40
1057,65.40
1056,65.37
1057,65.41
1058,65.38
1056,65.41
1059,65.28
1059,65.15
1061,64.95
1058,64.94
1063,64.81
1059,64.71
1061,64.61
1058,64.63
1063,64.59
1060,64.59
1063,64.52
1060,64.51
1065,64.48
1060,64.52
1064,64.46
1062,64.27
1067,64.07
1062,63.97
1064,63.92
1062,63.70
1066,63.57
1063,63.47
1065,63.42
1062,63.18
1066,62.94
1065,62.56
1066,62.24
1064,61.68
1065,61.38
1067,61.02
1066,60.78
1065,60.43
1065,60.25
1070,59.74
1067,58.41
1067,55.56
1063,52.88
1069,50.68
1065,48.06
1068,45.17
1062,42.26
1069,40.04
1063,37.72
1066,36.16
1059,35.19
1067,34.56
1062,33.97
1065,33.64
1058,33.37
1065,33.20
1060,33.02
1062,32.94
1054,32.76
1059,32.53
1057,32.25
1058,32.25
1055,32.25
1055,32.31
1056,32.24
1054,32.21
1056,32.21
1053,32.34
1058,32.37
1049,32.37
1054,32.43
1047,32.46
1055,32.53
1047,32.52
1053,32.63
1045,32.70
1052,32.85
1045,32.76
1049,32.79
1043,32.78
1050,32.89
1047,32.91
1047,33.01
1042,33.00
1048,33.12
1049,33.07
1045,33.01
1043,32.98
1040,33.09
1046,33.29
1040,33.32
1044,33.40
1034,33.49
1043,33.87
1036,34.39
1041,35.23
1032,35.81
1041,36.51
1035,36.85
1041,37.33
1032,37.85
1038,39.07
1034,40.84
1039,42.20
1032,43.18
1037,44.22
1037,44.80
1036,45.30
1033,45.53
1035,45.72
1036,45.81
1033,45.90
1034,45.99
1033,46.09
1035,46.18
1032,46.43
1036,46.67
1032,46.88
1034,47.04
1031,47.12
1037,47.22
1032,47.21
1032,47.24
1031,47.27
1034,47.46
1033,47.62
1032,48.20
1033,49.16
1029,49.90
1034,50.57
1030,50.99
1033,51.26
1030,51.54
1033,51.66
1028,51.72
1033,51.79
1030,51.79
1033,51.85
1029,51.87
1033,51.96
1033,51.99
1032,52.10
1030,52.15
1033,52.27
1034,52.40
1029,52.60
1031,52.77
1031,52.88
1034,52.91
1028,52.97
1032,53.20
1031,53.81
1034,54.54
1029,54.84
1032,54.74
1031,54.24
1032,53.45
1030,52.13
1028,48.99
1034,44.06
1031,36.53
1028,26.83
1021,19.47
1025,12.01
1017,7.79
1008,4.59
1020,2.98
1029,1.43
1018,0.00
1024,0.00
1013,0.00
1015,0.00
1016,0.00
1008,0.00
1015,0.19
1008,1.57
1015,5.89
1014,13.54
1023,22.12
1014,29.75
998,36.23
1012,41.05
1004,44.45
1009,46.50
1000,48.52
1007,50.41
1003,52.64
1010,55.12
1003,57.40
1008,59.77
1002,61.25
1009,62.17
1002,62.84
1008,63.63
1005,64.12
1009,64.65
1004,64.94
1007,65.21
1008,65.40
1009,65.57
1007,65.69
1006,65.82
1010,65.86
1009,65.86
1012,65.88
1009,65.88
1012,65.91
1011,65.98
1013,66.33
1012,66.77
1012,67.35
1014,68.11
1013,68.81
1015,69.29
1013,69.68
1016,69.93
1014,70.12
1017,70.26
1014,70.33
1019,70.39
1018,70.40
1019,70.42
1016,70.39
1019,70.32
1021,70.17
1020,70.06
1021,69.97
1019,69.90
1023,69.88
1020,69.91
1024,70.01
1022,70.07
1026,70.12
1021,70.11
1027,70.14
1026,70.11
1027,70.08
1025,69.97
1029,69.82
1028,69.67
1025,69.51
1027,69.33
1029,69.17
1031,69.02
1027,68.93
1030,68.85
1030,68.79
1033,68.72
1032,68.63
1032,68.62
1030,68.60
1034,68.60
1032,68.57
1031,68.57
1032,68.56
1036,68.55
1036,68.52
1033,68.47
1035,68.45
1036,68.42
1038,68.38
1034,68.36
1038,68.36
1038,68.32
1040,68.30
1034,68.28
1039,68.30
1040,68.29
1043,68.25
1038,68.21
1040,68.21
1042,68.13
1043,68.09
1040,67.99
1040,67.96
1045,67.91
1045,67.90
1044,67.92
1040,68.05
1044,68.17
1045,68.14
1047,68.06
1043,68.02
1045,68.01
1044,67.96
1048,67.63
1044,66.47
1048,65.03
1046,63.81
1048,62.55
1048,61.81
1048,61.30
1048,60.48
1049,59.85
1049,58.90
1047,56.01
1049,52.17
1046,49.07
1046,45.23
1045,42.27
1045,39.68
1044,37.00
1044,34.93
1042,33.09
1045,31.92
1043,30.83
1041,28.41
1038,25.53
1041,23.31
1040,20.57
1037,18.29
1031,16.35
1027,15.06
1029,14.36
1031,13.67
1032,13.35
1033,13.03
1032,12.77
1031,12.64
1029,12.57
1027,12.61
1023,12.78
1021,13.03
1021,13.33
1021,13.55
1022,13.66
1023,13.66
1023,13.64
1020,13.66
1017,13.79
1015,14.00
1014,14.24
1013,14.51
1012,14.69
1013,14.86
1014,14.93
1012,14.99
1007,15.11
1005,15.37
1005,15.51
1005,15.50
1003,15.46
999,15.56
1000,15.79
1003,15.91
1002,15.87
997,15.89
993,16.17
999,16.45
1003,16.52
995,16.43
982,16.72
991,17.24
1001,17.32
996,17.06
979,17.08
983,17.69
995,18.02
998,17.76
983,17.53
975,18.00
987,18.54
989,18.51
976,18.26
974,18.42
988,18.72
987,18.39
969,18.08
972,18.53
983,18.67
979,18.39
969,18.36
978,18.59
976,18.58
970,18.65
973,18.84
968,18.95
970,19.11
970,19.21
967,19.29
967,19.37
966,19.43
964,19.50
964,19.62
962,19.72
964,19.85
960,19.95
961,20.09
961,20.21
957,20.35
959,20.58
956,20.73
962,21.06
956,21.66
955,22.69
958,23.82
954,25.49
955,27.63
949,29.09
953,30.08
948,30.72
952,31.57
949,33.43
951,36.53
948,39.16
950,41.54
950,44.46
949,46.99
949,48.99
949,50.89
948,52.86
947,54.55
947,55.66
948,56.43
948,57.04
950,57.63
948,57.99
946,58.25
947,58.44
949,58.54
948,58.60
948,58.68
947,58.73
946,58.78
949,58.83
951,58.81
950,58.79
949,58.78
949,58.79
950,58.79
950,58.88
952,59.15
949,59.47
951,59.78
950,60.03
952,60.30
953,60.51
950,60.73
951,61.18
952,62.04
956,63.10
953,63.97
953,64.65
955,65.18
955,65.50
956,65.72
955,65.95
956,66.28
956,66.54
959,66.72
957,66.83
954,66.95
957,67.13
961,67.57
959,68.39
956,69.36
961,70.29
964,71.48
963,72.69
961,73.51
962,74.05
965,74.43
965,74.69
964,74.86
963,75.00
965,75.15
967,75.32
969,75.54
969,75.89
968,76.23
970,76.41
970,76.57
972,76.72
972,76.76
972,76.82
970,76.87
972,76.96
977,77.08
976,77.26
974,77.47
975,77.77
979,78.56
980,79.72
979,80.93
978,82.14
981,82.74
981,83.17
981,83.60
984,83.80
982,83.98
986,84.09
984,84.16
989,84.18
988,84.20
990,84.20
991,84.20
990,84.16
992,83.98
991,83.76
994,83.33
994,82.60
996,82.01
993,81.53
997,81.23
998,81.03
998,80.96
998,80.96
1001,81.02
1002,81.02
1003,80.92
1003,80.81
1004,80.67
1005,80.47
1004,80.29
1005,80.14
1009,80.03
1006,79.93
1008,79.86
1008,79.81
1012,79.76
1010,79.69
1011,79.70
1011,79.71
1014,79.66
1013,79.59
1014,79.56
1013,79.50
1016,79.39
1016,79.22
1017,79.10
1017,79.01
1020,78.94
1024,78.80
1025,78.70
1025,78.61
1024,78.55
1023,78.35
1025,77.87
1029,77.35
1025,76.93
1025,76.60
1023,76.20
1029,75.94
1028,75.67
1029,75.50
1028,75.38
1032,75.28
1029,75.13
1029,74.94
1031,74.78
1032,74.58
1034,74.35
1033,74.15
1035,73.96
1035,73.83
1036,73.72
1034,73.65
1038,73.61
1037,73.55
1037,73.52
1038,73.47
1040,73.45
1039,73.39
1038,73.36
1039,73.34
1038,73.22
1042,72.92
1041,72.65
1042,72.41
1039,72.18
1041,71.95
1042,71.65
1046,71.43
1047,71.22
1044,70.97
1044,70.70
1045,70.46
1043,70.11
1044,69.28
1047,67.88
1045,66.72
1045,65.14
1043,62.96
1048,61.76
1050,60.86
1050,59.91
1045,59.51
1043,59.19
1045,58.86
1054,58.62
1052,58.44
1050,58.42
1042,58.47
1048,58.53
1049,58.51
1050,58.46
1045,58.47
1048,58.59
1047,58.66
1049,58.74
1046,58.80
1050,58.85
1049,58.80
1049,58.84
1047,58.84
1049,58.88
1050,58.84
1049,58.83
1049,58.83
1048,58.87
1050,58.73
1048,58.50
1049,58.33
1048,58.23
1051,58.11
1049,58.03
1049,57.98
1049,57.86
1052,57.62
1049,57.30
1049,56.97
1048,56.74
1050,56.58
1048,56.43
1050,56.42
1052,56.29
1051,55.79
1050,54.90
1049,54.30
1051,53.65
1050,53.34
1051,53.05
1049,52.79
1052,52.60
1050,52.53
1051,52.47
1048,52.48
1052,52.46
1049,52.36
1050,52.30
1047,52.34
1052,52.42
1051,52.39
1050,52.41
1048,52.39
1053,52.37
1051,52.31
1051,52.31
1048,52.27
1051,52.29
1052,52.24
1051,52.27
1050,52.16
1048,52.03
1052,51.90
1050,51.83
1051,51.79
1049,51.81
1051,51.78
1049,51.66
1051,51.53
1048,51.47
1052,51.41
1050,51.32
1050,51.28
1048,51.18
1052,51.03
1051,50.85
1051,50.73
1049,50.56
1051,50.46
1050,50.28
1050,50.20
1050,50.10
1051,50.03
1052,49.90
1048,49.94
1049,49.97
1050,49.99
1052,49.91
1048,49.88
1051,49.88
1049,49.99
1051,50.17
1046,50.35
1050,50.46
1049,50.50
1052,50.32
1047,49.78
1048,49.22
1046,48.79
1048,48.49
1047,48.20
1049,48.07
1049,47.90
1049,47.73
1046,47.61
1046,47.73
1049,47.89
1048,47.98
1048,48.02
1044,48.02
1049,48.00
1047,47.95
1050,47.92
1044,47.94
1049,48.04
1047,48.13
1050,48.25
1044,48.41
1049,48.55
1048,48.59
1050,48.65
1045,48.71
1048,48.78
1048,48.76
1049,48.78
1047,48.78
1049,48.81
1048,48.76
1050,48.70
1049,48.58
1049,48.55
1051,48.42
1048,48.28
1050,48.24
1049,48.19
1052,48.14
1048,48.11
1050,48.12
1048,48.08
1053,48.02
1052,47.91
1053,47.82
1047,47.71
1051,47.66
1051,47.56
1053,47.51
1052,47.40
1053,47.36
1053,47.26
1054,47.23
1053,47.17
1052,47.19
1054,47.12
1054,47.10
1057,47.01
1055,47.01
1057,46.92
1053,46.81
1057,46.65
1054,46.42
1057,45.99
1053,45.65
1057,45.40
1056,45.02
1059,44.68
1054,44.41
1056,43.96
1056,43.13
1060,42.48
1054,41.98
1058,41.49
1056,41.10
1060,40.80
1057,40.28
1056,39.85
1057,39.44
1061,39.17
1061,38.79
1057,38.50
1060,38.09
1060,37.57
1062,37.14
1056,36.80
1059,36.24
1057,35.38
1061,34.67
1056,34.09
1061,33.47
1057,33.06
1062,32.81
1058,32.50
1061,32.32
1058,32.15
1062,32.12
1058,32.09
1062,32.14
1059,32.04
1060,31.91
1060,31.67
1062,31.55
1059,31.24
1057,30.85
1059,30.45
1059,30.21
1060,29.94
1059,29.70
1060,29.18
1055,28.07
1061,26.51
1060,25.37
1063,24.00
1047,21.59
1053,19.94
1053,18.54
1047,17.22
1054,16.85
1061,16.43
1065,15.59
1055,14.90
1042,15.09
1045,15.82
1054,16.31
1061,16.29
1053,16.15
1039,16.49
1044,17.25
1051,17.72
1047,17.91
1040,18.55
1053,19.61
1055,20.20
1043,20.65
1047,21.99
1053,23.47
1047,24.75
1051,26.28
1050,27.02
1052,27.68
1053,28.47
1050,28.94
1054,29.23
1054,29.44
1052,29.50
1047,29.70
1048,30.04
1052,30.26
1052,30.26
1048,30.21
1049,30.22
1051,30.28
1051,30.31
1048,30.35
1051,30.35
1053,30.23
1055,30.11
1050,30.09
1053,30.18
1049,30.21
1054,30.20
1047,30.11
1053,30.14
1050,30.10
1053,30.17
1047,30.14
1051,30.21
1050,30.19
1050,30.19
1046,30.15
1052,30.19
1052,30.12
1051,30.17
1050,30.20
1050,30.20
1050,30.16
1051,30.24
1054,30.49
1050,30.87
1051,31.20
1048,31.55
1051,31.85
1047,32.05
1050,32.27
1047,32.47
1053,32.66
1047,32.64
1048,32.32
1044,31.67
1052,31.14
1048,30.62
1050,30.21
1046,29.80
1050,29.56
1049,29.27
1049,29.08
1047,28.92
1049,28.86
1048,28.77
1043,28.84
1044,29.00
1046,29.07
1047,29.04
1042,28.98
1046,29.05
1045,29.03
1046,28.76
1039,28.17
1044,27.73
1043,27.30
1049,26.90
1043,26.46
1043,26.35
1042,26.29
1045,26.18
1046,26.08
1041,26.03
1039,26.09
1042,26.19
1046,26.18
1043,26.11
1041,26.07
1038,26.09
1045,26.17
1042,26.11
1042,26.05
1036,26.04
1043,26.11
1040,26.11
1038,26.15
1036,26.23
1039,26.34
1039,26.33
1042,26.23
1039,26.14
1040,26.18
1043,26.18
1040,26.23
1043,26.43
1036,26.53
1042,26.71
1040,26.84
1042,26.93
1037,26.92
1041,26.98
1040,26.99
1040,27.01
1037,27.04
1041,27.36
1041,27.83
1039,28.10
1035,28.31
1037,28.52
1037,28.62
1035,28.76
1036,29.01
1031,29.19
1031,29.39
1028,29.78
1032,30.52
1030,31.09
1032,31.57
1024,31.85
1026,32.24
1022,32.50
1025,32.88
1020,33.42
1022,34.01
1020,34.85
1021,35.93
1019,36.89
1020,37.77
1017,38.90
1019,40.17
1015,41.20
1016,42.15
1015,42.86
1015,43.49
1014,43.97
1010,44.39
1013,44.72
1011,45.02
1012,45.31
1009,45.56
1012,45.81
1011,46.03
1010,46.27
1007,46.53
1008,46.78
1011,46.95
1010,47.07
1009,47.20
1005,47.41
1009,47.74
1006,48.19
1007,48.84
1004,49.40
1005,49.88
1004,50.20
1004,50.45
1002,50.70
1000,50.88
1003,51.14
1001,51.44
1000,51.78
995,52.14
1000,52.48
1001,52.87
1001,53.37
998,53.75
996,54.10
997,54.46
995,54.63
996,54.76
994,54.90
996,54.98
993,55.00
992,55.09
989,55.18
993,55.26
993,55.32
989,55.43
987,55.77
988,56.84
988,58.58
986,60.99
987,63.81
987,66.58
990,69.29
985,71.33
981,73.12
980,74.68
983,75.88
985,77.46
984,79.34
980,80.62
980,81.70
983,82.47
982,82.97
983,83.46
980,83.71
978,83.91
976,83.92
975,83.74
978,83.61
978,83.57
980,83.49
977,83.40
976,83.37
975,83.38
976,83.40
975,83.34
973,83.34
974,83.33
972,83.35
973,83.40
972,83.45
974,83.46
971,83.47
970,83.44
971,83.35
971,83.31
971,83.27
969,83.26
968,83.25
963,83.14
962,82.86
966,82.64
967,82.52
965,82.43
963,82.41
965,82.42
963,82.47
964,82.54
961,82.61
962,82.69
962,82.81
963,83.07
960,83.31
958,83.51
960,83.73
959,84.06
958,84.40
957,84.74
959,85.11
958,85.38
955,85.58
956,85.72
958,85.90
959,86.14
955,86.36
955,86.52
956,86.71
957,86.95
955,87.16
953,87.38
955,87.65
954,88.06
954,88.68
952,89.25
952,89.74
951,90.16
950,90.47
951,90.70
950,90.89
951,91.03
950,91.11
951,91.18
951,91.23
950,91.53
951,92.21
950,93.48
950,95.29
949,97.20
950,98.97
949,100.33
949,101.46
950,102.40
949,103.39
949,104.10
948,104.60
949,104.95
948,105.20
948,105.44
949,105.57
948,105.67
950,105.73
949,105.80
950,105.83
948,105.84
947,105.90
949,105.88
949,105.89
950,105.89
948,105.93
950,105.94
949,105.89
948,106.00
947,106.31
947,107.10
950,108.16
947,109.24
946,110.15
947,111.28
952,113.12
953,114.84
951,116.27
950,117.36
951,118.01
955,118.48
955,118.89
955,119.23
952,119.41
951,119.55
951,119.63
953,119.66
956,119.49
955,118.91
956,117.95
955,117.01
955,116.38
958,115.82
958,115.39
957,114.63
956,113.12
960,111.31
959,109.64
958,107.88
958,106.27
959,105.00
961,103.42
959,101.48
960,99.96
958,98.60
960,96.54
959,94.05
959,92.04
960,90.42
961,88.86
961,87.82
959,86.99
960,85.68
961,84.19
960,83.19
958,82.47
959,82.05
959,82.06
958,82.47
959,82.87
959,83.56
959,84.66
958,85.52
958,86.48
958,88.13
959,90.13
959,91.86
958,93.87
960,96.66
960,99.00
960,100.47
959,101.58
960,102.44
960,102.93
961,103.31
962,103.54
962,103.59
963,102.97
964,101.17
963,98.96
964,97.23
965,95.88
966,94.62
965,93.17
965,90.57
962,77.84
972,54.23
1023,37.81
1089,27.50
1126,17.96
1138,12.41
1133,7.80
1116,3.22
1087,0.00
1054,0.00
1023,0.00
991,0.00
960,0.00
926,0.00
892,0.00
865,0.00
837,0.00
809,0.00
782,0.00
757,0.00
731,0.00
705,0.00
679,0.00
657,3.77
640,6.26
624,3.83
610,5.66
601,7.27
595,8.44
592,9.17
591,9.45
590,9.61
589,9.83
589,9.90
588,9.90
588,9.96
588,10.01
588,9.96
588,9.99
588,10.01
587,10.01
587,10.12
587,10.17
587,10.07
587,10.04
587,10.07
587,10.10
587,10.19
587,10.27
587,10.26
587,10.27
587,10.25
587,10.27
586,10.27
586,10.24
586,10.27
586,10.30
586,10.30
586,10.36
585,10.44
585,10.44
585,10.47
584,10.52
584,10.49
584,10.47
584,10.57
583,10.70
583,10.81
582,10.84
582,10.84
583,10.76
583,10.65
583,10.70
582,10.78
583,10.78
583,10.81
582,10.82
582,10.82
582,10.87
582,10.90
582,10.90
582,10.87
582,10.87
582,10.87
582,10.87
581,10.93
581,11.01
581,11.00
581,10.94
581,10.99
581,11.05
581,11.03
581,11.07
580,11.13
580,11.09
581,11.12
580,11.09
580,11.06
580,11.06
580,11.10
580,11.17
580,11.13
580,11.09
580,11.15
580,11.13
580,11.11
580,11.18
579,11.19
579,11.19
579,11.27
579,11.35
579,11.26
580,11.18
580,11.19
580,11.20
580,11.20
580,11.20
579,11.26
579,11.28
579,11.26
579,11.39
578,11.44
578,11.44
578,11.46
578,11.46
578,11.46
578,11.43
579,11.40
579,11.40
579,11.37
579,11.34
578,11.37
578,11.37
579,11.37
579,11.42
579,11.42
578,11.43
578,11.52
577,11.57
577,11.51
578,11.44
577,11.50
577,11.64
578,11.65
577,11.60
577,11.60
577,11.53
577,11.48
577,11.56
576,11.62
576,11.64
577,11.70
576,11.73
576,11.66
577,11.63
577,11.62
576,11.69
575,11.76
575,11.76
576,11.80
575,11.84
575,11.86
575,11.91
575,11.86
575,11.86
575,11.89
575,11.89
575,11.92
574,11.93
574,11.99
574,12.06
574,11.99
574,11.90
575,11.93
574,11.93
574,11.93
574,11.98
573,12.04
572,12.14
573,12.18
573,12.14
573,12.19
573,18.13
586,25.58
631,31.14
690,31.98
716,14.72
706,8.06
700,14.79
703,10.93
695,7.20
685,11.40
686,13.20
685,10.86
680,11.12
679,12.66
680,12.14
678,11.65
676,12.50
677,12.25
677,11.49
676,12.14
676,12.55
678,11.22
678,10.07
677,10.16
676,10.61
676,10.20
676,10.31
676,10.71
675,10.70
675,10.59
675,10.60
675,10.47
675,10.58
675,10.65
675,10.83
675,10.77
674,10.72
669,11.59
658,17.80
658,25.98
668,26.01
674,26.15
676,32.87
662,42.80
640,58.48
629,75.69
628,85.55
636,84.37
643,85.12
650,85.79
658,87.00
667,87.10
679,86.93
704,81.22
736,66.66
754,53.22
758,42.42
746,36.96
719,33.54
684,39.09
670,52.73
682,51.29
686,41.71
677,44.92
676,48.66
676,45.73
672,44.97
669,46.77
667,46.78
665,44.57
659,42.99
654,44.68
650,44.94
645,43.18
639,41.81
631,41.54
622,41.96
624,42.03
655,39.22
701,26.27
713,11.02
698,11.42
697,13.74
698,8.55
688,9.46
684,13.34
685,11.84
681,10.56
678,12.42
679,12.68
679,11.17
676,11.64
670,13.27
647,20.61
619,33.52
605,38.41
597,39.68
588,41.70
586,42.58
590,42.28
594,41.72
602,40.67
612,38.96
619,37.37
623,36.33
627,35.93
636,34.92
644,33.86
649,33.67
661,33.26
681,26.62
690,16.17
683,14.79
680,18.17
685,15.99
681,13.82
677,16.34
679,16.03
678,14.97
675,16.92
673,17.71
662,21.50
656,29.86
666,30.08
669,27.42
664,33.01
677,37.35
692,35.33
690,37.29
693,42.76
705,41.75
709,39.29
712,40.05
721,38.21
728,36.92
740,37.15
750,37.04
751,36.77
752,36.69
759,36.76
770,36.77
780,36.64
787,36.40
788,36.11
790,35.86
797,35.74
808,35.72
816,36.04
819,36.74
820,37.67
826,38.95
836,41.14
850,43.94
861,46.41
865,48.69
867,50.76
874,52.67
888,54.23
902,55.47
913,56.54
920,57.61
933,59.01
955,60.44
972,61.33
971,61.80
969,62.12
988,62.31
1019,62.19
1037,61.67
1042,60.99
1049,60.49
1062,59.97
1078,59.29
1091,58.59
1100,58.00
1114,57.40
1132,56.52
1141,55.53
1142,55.06
1153,55.23
1174,55.35
1189,54.97
1192,54.47
1197,54.00
1210,53.36
1222,52.52
1232,51.59
1242,50.60
1247,49.62
1250,48.77
1262,47.96
1278,46.97
1287,45.75
1287,44.76
1289,44.06
1298,43.50
1311,43.24
1321,43.07
1325,42.76
1327,42.44
1330,42.12
1334,41.80
1341,41.59
1355,41.88
1370,42.43
1372,42.58
1362,42.69
1359,43.19
1374,43.69
1398,43.43
1413,42.34
1404,41.13
1386,40.57
1388,40.79
1415,40.79
1441,39.82
1439,38.27
1418,37.30
1412,37.36
1430,36.74
1444,31.12
1448,21.83
1453,14.26
1442,8.78
1417,5.41
1385,3.20
1351,2.19
1311,0.99
1267,0.00
1225,0.00
1187,0.00
1151,0.00
1114,0.00
1078,0.00
1042,0.00
1008,0.00
975,0.00
942,0.00
903,0.03
863,1.24
818,6.51
786,14.07
795,23.76
832,36.35
871,47.09
843,55.89
793,64.30
829,71.29
866,73.63
839,76.37
835,80.59
863,83.15
863,84.87
858,87.92
880,90.97
891,93.31
887,96.62
897,99.60
911,101.61
916,103.44
924,104.52
935,104.99
941,104.77
950,103.51
961,101.34
965,98.20
971,94.24
985,90.98
991,87.63
994,83.91
1003,80.37
1016,76.80
1021,73.54
1020,70.30
1029,67.63
1041,65.51
1045,63.81
1044,62.07
1050,61.08
1060,60.13
1064,58.94
1063,58.24
1067,57.69
1074,56.89
1080,56.13
1083,55.49
1083,55.05
1086,54.73
1097,54.18
1101,53.54
1096,53.14
1102,52.83
1115,52.25
1114,51.54
1108,51.08
1118,50.70
1130,50.05
1126,49.44
1122,49.20
1132,48.99
1143,48.53
1140,48.05
1131,47.86
1139,47.83
1158,47.50
1155,46.95
1138,46.74
1146,46.83
1170,46.66
1167,46.10
1147,45.88
1155,46.05
1180,45.76
1178,45.17
1160,44.97
1172,45.03
1194,44.70
1182,44.16
1166,44.08
1182,44.21
1201,43.87
1188,43.34
1174,43.33
1190,43.48
1207,43.14
1196,42.66
1186,42.75
1199,42.98
1212,42.82
1208,42.52
1202,42.47
1208,42.61
1219,42.40
1219,41.90
1213,41.60
1214,41.58
1226,41.39
1227,40.91
1218,40.64
1225,40.62
1238,40.30
1231,39.77
1225,39.66
1238,39.65
1244,39.24
1235,38.86
1236,38.82
1247,38.68
1250,38.25
1247,37.88
1245,37.77
1250,37.98
1259,38.55
1258,39.32
1248,40.32
1254,41.40
1271,41.88
1264,41.86
1249,42.18
1264,42.73
1285,42.57
1269,42.18
1253,42.74
1276,43.67
1292,43.91
1272,44.19
1266,45.04
1290,45.50
1295,45.17
1279,44.99
1282,45.27
1300,45.26
1298,44.94
1289,44.94
1296,45.09
1306,44.91
1302,44.59
1299,44.52
1307,44.47
1314,44.15
1311,43.79
1310,43.64
1320,43.45
1324,43.03
1318,42.73
1317,42.67
1325,42.54
1326,42.25
1322,42.05
1325,41.98
1331,41.82
1333,41.56
1333,41.33
1334,41.15
1335,41.03
1339,41.00
1342,40.93
1339,40.83
1341,40.84
1353,40.70
1353,40.27
1341,40.03
1345,40.16
1360,40.07
1356,39.57
1343,39.42
1357,39.62
1371,39.28
1356,38.73
1349,38.79
1370,38.86
1371,38.29
1353,38.05
1361,38.37
1379,38.17
1368,37.63
1356,37.67
1373,37.87
1382,37.46
1367,37.05
1370,37.15
1384,37.06
1380,36.59
1372,36.45
1381,36.53
1386,36.25
1380,35.95
1380,35.92
1384,35.87
1382,35.74
1383,35.69
1388,35.57
1386,35.38
1385,35.31
1391,35.25
1392,35.10
1388,35.05
1393,35.02
1395,34.81
1390,34.68
1391,34.77
1398,34.76
1396,34.58
1393,34.56
1397,34.60
1402,34.46
1402,34.22
1400,34.11
1403,34.05
1405,33.89
1401,33.75
1401,33.76
1405,33.71
1405,33.56
1405,33.48
1407,33.40
1404,33.33
1403,33.39
1411,33.30
1411,33.03
1407,32.93
1413,32.90
1417,32.61
1410,32.40
1411,32.49
1418,32.37
1414,32.15
1413,32.16
1420,32.08
1419,31.81
1415,31.72
1422,31.72
1422,31.45
1413,31.39
1420,31.57
1428,31.35
1416,31.09
1412,31.36
1430,31.45
1429,30.94
1410,31.07
1422,32.86
1444,35.22
1425,36.91
1412,39.14
1442,42.24
1446,44.33
1420,46.17
1434,49.36
1461,52.19
1441,54.36
1433,57.61
1463,61.08
1465,62.94
1447,64.42
1466,66.24
1483,66.88
1467,66.95
1470,67.49
1491,67.75
1490,67.28
1487,67.03
1501,66.84
1505,66.01
1502,65.14
1511,64.67
1517,63.77
1518,62.64
1526,61.76
1529,60.74
1529,59.79
1536,58.98
1540,57.98
1541,57.02
1549,56.20
1550,55.14
1550,54.37
1561,53.86
1562,52.82
1555,51.93
1567,51.65
1574,50.83
1562,49.83
1572,49.70
1588,48.92
1575,47.45
1572,47.27
1590,47.06
1587,45.81
1580,45.29
1592,45.25
1598,44.34
1592,43.34
1592,42.97
1599,42.61
1601,41.96
1597,41.38
1597,41.19
1606,40.88
1607,40.08
1601,39.58
1606,39.51
1610,39.04
1607,38.51
1608,38.36
1611,38.13
1614,37.68
1615,37.13
1608,36.69
1607,32.60
1608,23.67
1601,15.69
1590,10.25
1566,6.49
1534,3.96
1499,2.52
1462,1.11
1421,0.00
1377,0.00
1335,0.00
1297,0.00
1260,0.00
1224,0.00
1188,0.00
1153,0.00
1119,0.00
1087,0.00
1054,0.00
1019,0.00
985,0.02
966,1.40
988,7.77
1024,18.77
