Speed,q
1010,58.72
1013,56.07
1011,53.50
1012,50.71
1011,48.56
1011,46.41
1012,44.42
1009,42.41
1014,41.28
1010,39.80
1012,39.15
1006,38.24
1014,37.78
1009,36.93
1013,36.56
1006,36.02
1013,35.68
1010,35.08
1009,34.78
1008,34.39
1011,34.18
1010,33.91
1005,33.65
1010,33.46
1007,33.23
1010,33.08
1002,32.96
1007,32.90
1005,32.67
1008,32.50
1004,32.27
1005,31.91
1009,31.29
1002,30.78
1007,30.48
1002,30.25
1008,30.05
999,29.87
1007,29.66
1002,29.36
1005,29.16
1001,29.06
1004,29.03
1004,28.98
999,28.88
1001,28.87
999,28.86
1005,28.93
997,28.96
1004,29.58
995,30.38
1002,31.48
995,32.46
997,33.88
996,35.36
999,36.43
998,38.58
995,40.16
999,41.67
995,43.33
1000,45.58
995,47.74
1000,49.78
994,52.45
1000,54.10
997,56.00
998,57.02
1000,57.79
997,58.28
1000,58.62
995,58.93
999,59.11
999,59.26
1002,59.34
999,59.38
1000,59.48
1002,59.46
1001,59.47
1003,59.43
1001,59.46
1007,59.43
1000,59.40
1005,59.40
1002,59.38
1005,59.38
1002,59.37
1005,59.39
1005,59.34
1006,59.37
1005,59.45
1005,59.52
1008,59.52
1006,59.54
1008,59.57
1007,59.59
1011,59.53
1008,59.50
1009,59.51
1011,59.46
1013,59.45
1011,59.42
1009,59.44
1013,59.46
1010,59.44
1011,59.44
1010,59.44
1015,59.41
1013,59.34
1014,59.33
1013,59.27
1015,59.18
1016,59.10
1014,59.08
1016,59.08
1015,59.07
1018,59.02
1014,59.01
1017,58.93
1014,58.85
1021,58.80
1017,58.68
1020,58.52
1016,58.30
1019,58.01
1017,56.42
1024,52.32
1018,47.10
1020,41.34
1018,37.41
1019,34.12
1021,32.07
1016,30.31
1020,29.45
1015,28.34
1021,27.88
1013,27.04
1017,26.46
1016,25.33
1018,24.65
1014,23.79
1015,22.92
1016,21.98
1014,21.40
1014,20.86
1010,20.55
1015,20.35
1010,20.07
1009,19.92
1009,19.78
1011,19.62
1011,19.40
1006,19.21
1010,19.24
1005,19.10
1009,19.31
1001,19.87
1006,20.74
1003,21.79
1005,22.36
997,22.83
1000,23.29
1002,23.57
999,23.75
999,23.91
994,24.10
1003,24.28
995,23.77
999,20.60
984,13.36
979,9.06
966,6.29
947,3.46
923,2.40
898,1.50
870,0.00
841,0.00
810,0.00
781,0.00
753,0.00
727,0.00
700,0.00
672,0.41
649,5.67
652,20.10
675,13.25
674,3.72
659,9.32
667,16.30
675,9.41
667,8.10
662,9.15
659,9.89
657,10.18
655,10.46
655,10.58
654,10.75
654,10.61
654,10.68
653,10.80
654,10.88
653,10.88
654,10.89
653,10.95
653,10.88
654,10.90
654,10.91
654,10.94
653,10.84
654,10.83
653,10.90
653,10.90
653,10.92
653,11.04
653,11.01
653,10.92
653,11.01
653,10.97
652,11.05
652,11.09
652,11.07
652,11.14
653,10.99
653,11.03
653,10.97
653,11.02
653,10.92
653,10.90
652,10.93
652,10.99
652,11.06
652,11.06
652,11.06
652,11.04
652,11.04
652,11.06
652,11.14
652,11.04
652,11.05
651,11.10
652,11.12
652,11.10
652,11.11
652,11.14
651,11.06
651,11.15
651,11.13
652,11.16
652,11.16
652,11.16
651,11.15
651,11.13
651,11.16
651,11.22
651,11.34
651,11.20
651,11.32
651,11.16
651,11.16
651,11.16
652,11.16
651,11.16
651,11.19
651,11.29
651,11.21
651,11.31
651,11.11
652,11.19
651,11.28
651,11.20
650,11.27
651,11.20
651,11.32
651,11.19
651,11.30
651,11.26
650,11.18
651,13.49
659,22.40
680,15.29
678,5.16
666,11.75
676,17.50
692,19.96
709,18.10
725,23.40
748,25.89
777,26.91
804,26.41
830,25.08
855,22.84
875,20.28
890,17.67
900,15.20
902,13.08
898,11.47
891,10.42
882,9.95
873,9.23
860,5.90
842,3.82
817,2.69
792,1.93
766,1.44
742,0.84
712,0.05
687,0.00
662,2.28
647,13.54
659,17.15
669,9.86
665,9.05
665,13.42
671,13.38
671,10.04
669,12.19
672,12.57
673,11.63
672,11.77
673,12.64
675,11.30
673,11.90
675,11.79
674,11.31
674,11.90
675,12.09
675,11.15
674,11.84
677,12.79
684,19.59
709,27.44
751,35.24
807,38.29
859,31.58
894,21.91
910,14.90
912,9.79
901,6.09
882,3.62
859,2.65
834,2.07
806,2.32
798,6.66
852,15.58
883,27.33
823,38.74
834,52.65
872,59.32
812,64.61
855,70.35
851,72.46
823,76.31
871,79.37
838,81.75
856,85.34
857,86.87
846,90.14
878,92.86
847,95.68
871,99.71
878,101.56
861,105.81
889,108.38
875,111.11
889,114.95
896,117.33
891,120.79
915,123.82
901,125.98
905,127.27
920,126.64
912,126.03
917,124.40
925,122.04
927,119.41
929,114.67
931,108.42
943,102.99
944,96.66
943,91.93
942,88.18
946,85.51
950,83.66
949,81.54
957,79.75
962,78.03
956,76.22
959,74.83
965,73.69
967,73.23
969,73.58
974,75.36
978,78.27
974,81.54
978,85.67
984,87.72
981,89.54
984,91.30
992,92.24
993,92.97
996,93.60
996,93.88
997,94.25
1005,94.35
1004,94.48
1005,94.56
1013,94.56
1017,94.51
1016,94.59
1022,94.59
1025,94.46
1024,94.44
1028,94.36
1034,94.25
1038,94.05
1035,93.67
1040,93.28
1042,92.89
1044,92.60
1053,92.22
1053,91.91
1054,91.70
1056,91.33
1063,90.76
1061,90.30
1061,89.88
1070,88.37
1072,86.39
1071,84.34
1075,81.96
1079,77.92
1082,75.42
1084,73.63
1085,72.50
1089,71.79
1088,70.85
1090,70.29
1094,69.80
1094,69.43
1091,69.29
1097,69.27
1099,69.64
1099,70.80
1102,71.91
1101,72.75
1106,73.29
1107,73.55
1107,73.87
1114,74.04
1112,74.17
1115,74.30
1119,74.22
1119,74.24
1122,74.22
1122,74.14
1124,74.10
1130,73.99
1131,73.84
1129,73.84
1137,73.77
1135,74.00
1133,74.59
1140,75.14
1143,76.03
1145,77.06
1149,77.86
1150,78.57
1152,79.27
1151,79.90
1159,80.32
1161,80.81
1158,81.82
1165,82.54
1165,83.04
1168,83.43
1169,83.67
1172,83.89
1182,83.84
1179,83.86
1181,83.92
1187,83.82
1185,83.80
1190,83.73
1189,83.67
1194,83.61
1199,83.46
1195,83.44
1203,83.33
1204,83.18
1203,83.13
1208,83.00
1208,82.87
1216,82.69
1211,82.40
1214,82.35
1221,82.08
1215,81.88
1224,81.76
1222,81.49
1226,81.38
1230,81.07
1224,80.89
1236,80.71
1231,80.42
1235,80.34
1241,80.07
1237,79.88
1245,79.68
1238,79.62
1248,80.55
1250,83.01
1247,86.22
1256,89.85
1252,92.87
1261,97.18
1258,100.78
1262,103.13
1272,105.12
1265,106.37
1277,107.50
1274,108.19
1281,108.62
1283,108.85
1284,109.06
1294,109.09
1288,109.21
1299,109.12
1297,108.92
1303,108.75
1306,108.44
1305,108.33
1316,108.07
1310,107.93
1323,107.75
1318,107.59
1326,107.50
1328,107.26
1330,107.19
1337,106.94
1334,106.81
1342,106.57
1339,106.33
1349,106.16
1346,105.94
1357,105.70
1354,105.39
1360,105.14
1366,105.00
1361,104.78
1370,104.75
1365,104.33
1377,100.07
1365,78.61
1389,54.30
1472,35.97
1518,25.20
1537,16.19
1532,10.24
1511,5.57
1478,0.00
1433,0.00
1389,0.00
1342,0.00
1303,0.00
1267,0.00
1231,0.00
1195,0.00
1159,0.00
1126,0.00
1092,0.00
1061,0.00
1027,0.18
985,2.05
955,9.36
986,23.53
1018,38.91
947,48.14
993,54.03
973,54.32
979,58.17
988,57.60
980,61.85
982,62.00
977,65.33
983,66.36
982,69.68
980,70.95
984,73.72
982,74.98
986,78.23
985,80.13
989,82.25
985,84.78
990,86.97
985,89.46
993,91.46
984,93.85
993,96.66
986,99.42
997,101.69
993,104.17
998,106.25
997,108.94
1000,111.10
1001,113.67
1001,116.25
1004,118.40
1004,120.93
1009,122.96
1006,121.12
1010,104.27
1010,88.44
1010,78.84
1010,70.50
1010,65.17
1013,60.06
1010,55.94
1013,51.99
1009,49.58
1015,47.76
1009,47.20
1016,47.75
1011,49.30
1017,52.75
1012,58.18
1016,64.78
1016,70.09
1018,75.52
1015,79.17
1016,82.44
1018,84.58
1018,85.96
1020,87.09
1020,87.80
1023,88.36
1019,88.74
1025,89.00
1024,89.12
1027,89.22
1023,88.72
1027,87.60
1028,85.60
1029,83.23
1029,78.87
1030,74.99
1031,70.74
1028,67.12
1033,61.46
1030,57.35
1033,54.13
1029,50.89
1035,48.86
1030,45.95
1033,43.75
1027,40.48
1033,37.06
1028,34.12
1028,30.95
1028,28.66
1026,25.39
1028,23.03
1022,19.80
1027,16.62
1016,14.24
1016,12.59
1014,11.69
1011,11.02
1012,10.69
1022,10.30
1021,9.68
1014,9.14
1007,8.85
1005,8.03
1014,6.39
1006,4.28
1007,2.95
1000,2.09
1005,1.54
999,1.08
1000,0.76
995,0.29
998,0.00
993,0.00
992,0.00
987,0.00
986,0.00
988,0.00
980,0.00
985,0.00
973,0.00
983,0.00
971,0.00
978,0.00
968,0.00
972,0.00
967,0.00
960,0.00
964,0.00
955,0.00
962,0.00
950,0.00
955,0.00
948,0.00
950,0.00
942,0.00
939,0.00
941,0.00
935,0.00
935,0.00
931,0.00
933,0.00
926,0.00
922,0.00
924,0.00
918,0.00
918,0.00
914,0.00
913,0.00
910,0.00
905,0.00
911,0.00
903,0.40
904,3.51
905,12.84
921,28.23
928,37.90
874,41.26
912,42.28
889,43.58
907,47.82
890,49.82
907,53.11
894,55.29
906,58.31
891,60.80
906,63.16
892,65.67
906,68.18
896,70.79
905,73.24
899,75.96
903,78.46
902,81.30
907,83.43
904,85.79
908,88.20
906,91.00
911,93.78
909,96.82
912,99.68
914,102.48
912,105.32
919,108.17
916,111.05
922,113.43
921,115.69
924,118.10
926,120.39
926,122.71
931,124.74
932,127.10
934,129.91
936,132.60
936,134.02
941,134.00
940,134.00
944,133.98
943,133.98
948,133.98
951,133.96
953,133.96
955,133.94
955,133.95
960,133.92
959,133.94
963,133.94
966,133.64
967,131.76
970,127.65
970,123.03
974,119.73
971,116.33
977,113.10
975,111.23
979,109.79
980,107.36
982,105.99
982,104.20
982,101.03
988,98.37
986,96.27
990,94.52
990,93.47
992,92.26
991,91.63
993,91.17
995,90.70
993,90.48
997,90.21
997,90.04
999,89.77
996,89.65
1000,89.56
999,89.38
1002,89.28
1001,89.08
1003,88.87
1006,88.56
1004,88.36
1007,87.88
1004,87.50
1009,87.16
1006,86.93
1010,86.55
1008,86.11
1013,85.53
1011,84.80
1014,83.68
1013,82.71
1012,81.80
1016,80.90
1014,79.90
1018,79.08
1014,78.14
1020,77.36
1015,76.52
1020,75.93
1017,75.31
1022,74.76
1018,74.15
1021,73.72
1022,73.05
1024,72.75
1021,72.35
1022,72.17
1025,71.96
1024,71.84
1025,71.72
1024,71.65
1029,71.58
1025,71.50
1027,71.45
1025,71.29
1029,71.01
1027,70.69
1029,70.54
1029,70.38
1029,70.28
1029,70.20
1029,70.12
1033,70.05
1029,69.99
1034,69.93
1032,69.89
1035,69.84
1031,69.82
1034,69.80
1031,69.82
1036,69.88
1034,69.88
1037,69.97
1034,70.03
1037,70.08
1038,70.09
1039,70.13
1040,70.09
1040,70.10
1041,70.04
1041,70.02
1042,69.96
1041,69.98
1045,69.93
1041,69.80
1043,69.68
1039,69.58
1044,69.51
1039,69.46
1044,69.44
1042,69.38
1047,69.37
1042,69.34
1045,69.35
1046,69.31
1047,69.25
1046,69.22
1047,69.23
1049,69.17
1046,68.97
1047,68.61
1046,68.12
1051,67.71
1048,66.93
1050,66.27
1048,65.72
1053,64.64
1048,63.60
1051,62.54
1048,59.97
1053,57.72
1048,56.27
1051,54.52
1049,53.13
1051,52.06
1048,49.61
1050,46.17
1050,43.50
1047,40.08
1048,38.16
1046,37.04
1049,35.70
1044,34.86
1048,34.31
1043,33.18
1048,32.31
1042,31.77
1047,31.16
1042,30.75
1045,30.49
1041,29.70
1044,28.39
1037,26.53
1038,24.85
1037,23.27
1038,20.77
1037,19.26
1033,18.35
1036,17.68
1029,17.22
1032,16.82
1031,16.61
1029,16.42
1031,16.56
1023,16.83
1029,17.32
1028,17.65
1021,18.24
1025,18.97
1024,19.75
1024,21.06
1020,22.47
1020,24.04
1022,25.15
1019,26.07
1018,26.63
1018,27.29
1022,27.58
1015,27.31
1015,23.54
1009,14.70
1007,10.54
997,5.66
980,3.51
960,2.60
934,1.52
908,0.00
878,0.00
849,0.00
822,0.00
795,0.00
768,0.00
741,0.00
716,0.00
689,0.00
668,0.71
654,5.86
653,15.00
666,12.83
669,7.86
665,10.86
669,11.88
672,9.54
671,9.86
671,11.11
674,10.13
674,9.79
673,10.13
673,10.54
675,10.00
674,10.30
674,10.24
674,10.06
675,10.08
675,10.56
675,10.03
675,9.87
675,10.40
675,10.61
675,9.95
675,9.95
675,10.36
675,10.35
674,10.27
674,10.36
674,10.26
674,10.38
673,10.33
673,10.45
674,10.43
673,10.50
673,10.43
673,10.45
673,10.43
673,10.54
672,10.54
673,10.52
673,10.50
673,10.64
672,10.56
672,10.59
672,10.64
673,10.49
672,10.54
672,10.57
673,10.97
676,11.55
676,9.73
674,10.06
674,11.05
676,10.68
675,10.04
674,10.43
674,10.59
673,10.68
673,10.68
673,10.72
673,10.78
673,10.77
673,10.71
673,10.69
673,10.77
673,10.72
673,10.71
674,10.66
674,10.66
674,10.66
673,10.66
674,10.66
674,10.64
674,10.58
673,10.66
674,10.67
673,10.70
673,10.69
673,10.71
673,10.69
673,10.77
673,10.75
672,10.80
672,10.89
672,10.96
672,10.81
672,10.88
672,10.97
672,10.99
672,10.88
672,10.85
672,10.81
672,10.85
672,10.83
672,10.85
672,10.81
672,10.85
672,10.83
672,10.94
672,10.89
672,10.99
671,10.88
671,10.97
671,11.05
671,11.12
671,11.42
672,12.61
676,11.43
675,10.10
673,11.24
674,11.97
676,11.17
675,11.12
674,11.27
675,11.63
675,10.97
675,11.15
674,11.21
674,11.32
673,11.35
673,11.41
673,11.33
674,11.38
674,11.55
675,11.84
676,10.44
675,10.63
675,11.52
676,11.14
675,10.91
675,11.07
676,10.79
675,11.01
674,11.10
674,11.05
674,11.16
674,11.18
673,11.17
673,11.24
673,11.32
672,11.35
671,11.38
672,11.37
672,11.36
672,11.48
672,11.40
672,11.77
672,13.17
676,12.27
676,9.92
674,11.51
675,11.78
676,11.48
675,11.10
674,11.80
674,11.50
673,11.68
673,11.64
674,11.68
674,11.63
674,11.63
674,11.48
674,11.62
674,11.62
674,11.60
674,11.54
674,11.62
673,11.63
673,11.73
672,11.69
673,11.71
673,11.71
672,11.81
671,11.79
672,11.86
672,11.81
672,11.88
672,11.74
672,11.76
672,11.88
672,11.74
671,11.85
671,11.97
671,11.92
670,11.93
670,11.97
671,11.96
670,12.08
670,12.04
670,12.16
670,12.13
669,12.21
670,12.10
670,12.04
671,11.94
670,12.06
671,12.00
670,12.01
670,12.10
670,12.10
670,12.10
670,12.10
670,12.12
670,12.16
669,12.13
669,12.24
669,12.24
669,12.24
668,12.24
669,12.25
669,12.22
669,12.23
668,12.18
669,12.20
669,12.23
668,12.36
668,12.26
668,12.31
668,12.29
668,12.40
668,12.36
669,12.22
668,12.26
668,12.23
668,12.38
668,12.28
668,12.33
668,12.24
668,12.29
668,12.29
667,12.38
668,12.38
667,12.38
668,12.41
667,12.47
667,12.38
667,12.38
668,13.38
675,15.23
678,9.62
672,11.80
674,14.00
676,12.15
674,11.74
674,13.32
676,12.27
675,12.56
674,12.52
675,12.69
675,12.69
676,12.40
675,12.20
674,12.92
675,12.80
676,12.57
675,12.02
675,12.73
675,12.74
675,12.50
674,12.43
675,12.98
675,12.32
675,12.84
675,12.22
675,12.50
675,12.43
675,12.79
675,12.35
676,12.45
675,12.26
675,12.98
675,12.35
675,12.58
674,12.73
675,12.88
675,11.86
674,12.72
675,12.73
676,12.37
674,12.03
674,13.00
675,12.56
675,12.48
674,12.38
675,12.82
675,12.14
675,12.58
674,12.42
675,12.93
675,12.05
674,13.01
675,12.33
675,12.16
675,12.27
675,13.08
676,11.63
674,12.35
674,13.10
675,12.57
674,12.22
675,13.07
676,12.32
675,12.30
674,12.79
676,12.69
675,11.70
674,13.26
676,12.20
675,11.99
674,13.20
676,12.75
674,11.88
674,13.15
676,11.24
669,5.45
649,4.23
631,9.31
625,10.62
617,6.31
604,7.99
595,11.32
592,10.55
585,8.53
576,9.75
572,11.76
570,10.00
563,9.21
557,12.05
558,12.24
557,9.41
551,9.83
549,11.55
550,8.85
545,7.96
540,12.19
543,12.32
543,8.78
535,9.17
537,12.38
541,7.59
531,7.31
528,12.55
538,12.23
538,5.69
527,7.64
529,16.75
539,10.84
529,4.51
520,12.57
531,15.93
539,5.38
522,4.77
515,13.05
532,15.03
535,3.39
520,7.23
521,19.13
536,11.49
531,5.25
517,11.53
528,19.61
540,10.44
527,3.84
513,15.59
529,18.39
538,2.49
518,4.46
517,17.15
535,12.45
532,3.11
516,7.82
518,19.14
535,11.65
528,4.75
513,14.42
525,21.35
537,11.79
526,2.59
512,11.64
526,19.54
542,4.78
524,2.27
511,12.69
526,19.09
540,7.77
525,3.36
510,16.38
526,21.55
537,10.28
523,3.35
511,14.00
529,19.48
539,3.07
518,4.08
515,16.32
533,13.15
534,3.22
516,7.21
517,20.15
535,12.42
527,4.38
512,14.50
527,20.91
538,10.69
525,3.60
512,12.82
527,19.12
539,3.62
522,3.35
515,14.75
531,14.83
534,5.25
518,6.40
513,19.01
533,16.32
533,5.87
516,10.23
518,21.69
536,15.96
529,1.72
508,9.57
519,23.05
544,11.69
533,0.85
514,8.03
518,20.69
537,11.72
528,4.61
512,14.38
524,22.07
539,12.69
528,1.47
510,9.96
523,20.32
543,7.86
528,1.52
513,10.09
522,19.03
536,8.24
523,5.16
513,17.47
530,18.25
534,8.12
520,6.76
517,18.79
534,16.00
534,1.78
514,6.78
518,18.70
537,9.45
528,2.48
514,10.69
524,18.89
536,7.38
522,5.28
514,17.08
531,17.14
534,7.18
519,8.65
518,20.67
535,15.82
531,1.54
512,7.93
522,19.10
541,8.94
529,1.39
513,9.68
521,19.11
537,7.94
524,5.00
513,17.17
529,19.00
535,8.72
520,6.55
516,19.03
534,16.91
535,1.79
514,6.67
519,18.81
537,8.95
528,2.40
514,10.56
523,18.58
536,7.03
522,5.18
513,17.12
531,17.79
535,7.71
519,7.33
516,20.11
534,17.22
534,1.32
515,6.29
518,18.78
538,10.92
530,2.32
514,8.76
520,19.00
536,9.30
524,5.19
514,16.84
529,18.34
535,8.71
520,6.44
517,18.54
535,16.54
535,1.31
513,6.97
518,19.86
539,9.43
529,1.69
514,9.81
522,19.57
535,8.47
523,5.44
514,16.52
531,17.32
535,7.64
520,7.43
517,19.47
533,16.29
534,1.55
515,6.57
519,18.90
537,10.86
529,2.47
514,9.66
521,18.54
536,8.41
523,5.41
514,17.07
529,18.23
534,8.38
520,7.00
518,18.89
534,16.05
533,2.04
513,6.67
518,17.66
537,10.88
533,1.85
516,7.69
518,20.06
536,11.34
526,4.19
512,14.89
528,20.69
539,10.10
523,4.61
512,17.77
531,18.96
538,1.60
518,4.19
516,16.64
534,12.59
531,3.46
515,8.14
518,19.22
535,11.22
527,5.00
513,14.67
525,21.05
539,11.38
525,2.13
510,12.26
527,20.05
542,4.63
523,2.60
513,13.07
528,15.88
536,3.67
519,6.46
514,19.37
532,15.82
532,6.50
517,9.27
520,20.19
536,14.63
530,1.68
510,8.60
521,20.00
541,8.51
529,1.46
514,9.99
522,19.44
536,8.30
523,5.22
513,16.87
531,18.92
539,7.89
521,5.62
512,20.97
537,27.10
566,21.22
581,30.17
606,39.64
641,48.76
681,56.51
711,61.81
731,65.15
731,67.85
719,71.30
707,74.26
695,77.16
685,80.01
677,82.64
670,85.08
663,87.22
656,89.29
650,91.24
644,92.93
638,94.25
631,96.07
622,97.74
614,96.67
596,88.84
561,87.93
539,94.44
511,90.27
482,89.11
468,89.07
480,87.71
510,85.28
548,87.30
574,90.97
590,94.62
600,96.42
613,95.52
635,93.40
660,92.63
682,94.54
702,90.62
717,88.59
736,89.83
763,90.29
786,90.67
802,90.91
817,91.01
837,91.30
864,92.93
894,95.42
918,97.66
936,100.05
956,101.96
980,103.25
1004,104.58
1028,105.06
1051,105.41
1075,105.40
1103,105.21
1129,105.04
1152,105.03
1174,105.09
1198,106.28
1227,111.23
1260,116.17
1293,120.28
1321,122.77
1342,124.58
1363,125.74
1391,126.61
1424,126.18
1459,124.74
1486,122.09
1507,119.11
1527,115.55
1550,111.37
1578,106.92
1609,102.40
1635,97.07
1647,91.21
1654,85.22
1670,79.42
1694,71.61
1707,53.78
1710,37.07
1740,25.22
1747,17.13
1734,11.55
1703,7.05
1663,3.43
1617,0.00
1567,0.00
1518,0.00
1472,0.00
1430,0.00
1387,0.00
1346,0.00
1306,0.00
1268,0.00
1228,0.00
1181,0.09
1095,1.96
996,10.38
943,23.67
975,36.42
1019,53.16
994,59.86
953,66.74
987,74.47
1019,77.60
992,81.28
991,85.85
1024,89.87
1021,92.52
1013,96.99
1037,100.97
1052,104.07
1045,107.69
1053,113.15
1075,117.86
1084,121.92
1089,125.15
1103,128.65
1113,131.25
1125,132.88
1140,133.98
1150,134.79
1153,135.47
1169,135.97
1187,135.89
1194,135.34
1206,134.56
1230,133.12
1238,131.15
1249,129.01
1271,127.73
1281,126.29
1281,124.88
1299,123.39
1314,121.84
1315,119.72
1311,116.08
1322,112.25
1346,108.74
1354,106.21
1347,104.29
1362,103.17
1386,102.92
1390,103.84
1384,105.29
1398,106.60
1423,107.74
1427,109.22
1424,110.79
1438,111.94
1457,112.73
1462,112.90
1463,112.89
1477,112.94
1494,112.85
1496,112.47
1500,112.09
1519,111.83
1530,111.20
1524,110.11
1535,109.52
1557,108.89
1557,107.62
1557,106.63
1579,106.09
1589,104.69
1582,102.92
1597,102.41
1615,101.58
1609,100.51
1616,100.86
1641,101.23
1640,100.40
1638,99.61
1656,99.27
1664,98.12
1661,92.39
1671,71.25
1721,45.26
1774,33.44
1796,23.26
1796,15.73
1776,10.16
1741,5.22
1690,0.00
1624,0.00
1575,0.00
1526,0.00
1481,0.00
1437,0.00
1394,0.00
1353,0.00
1312,0.00
1272,0.00
1235,0.00
1196,0.00
1137,0.41
1024,4.78
985,18.80
1050,35.50
1081,47.13
1008,57.94
1037,65.97
1051,71.35
1012,76.53
1063,80.77
1020,85.11
1053,90.45
1056,92.94
1035,100.28
1067,101.63
1042,106.13
1064,111.77
1058,114.61
1057,119.82
1071,123.20
1067,127.76
1077,130.89
1076,133.73
1088,135.82
1084,136.11
1092,135.97
1099,136.44
1098,136.42
1109,136.46
1111,136.83
1113,136.85
1122,136.90
1124,137.20
1128,137.23
1136,137.34
1140,137.42
1144,137.38
1149,137.27
1152,137.32
1161,137.36
1160,137.46
1168,137.37
1173,137.50
1171,136.35
1181,131.47
1181,126.60
1184,121.12
1192,114.96
1188,108.75
1199,104.31
1200,100.55
1198,95.88
1209,92.68
1202,90.07
1209,87.97
1214,86.42
1212,85.33
1218,84.49
1214,83.95
1222,83.62
1222,83.22
1221,83.18
1230,83.41
1224,84.04
1235,85.17
1233,86.49
1234,88.39
1243,90.16
1238,92.40
1248,94.53
1245,96.41
1250,97.71
1256,98.69
1250,99.26
1263,99.85
1257,100.06
1265,100.28
1268,100.34
1266,100.29
1278,100.28
1269,100.17
1283,100.13
1279,99.92
1281,99.87
1288,99.70
1286,99.60
1297,99.41
1289,99.26
1298,99.18
1299,98.96
1299,98.84
1305,98.68
1304,98.57
1316,98.42
1308,98.21
1316,98.11
1319,97.91
1322,97.77
1324,97.60
1322,97.52
1334,97.38
1329,97.18
1337,97.05
1334,96.89
1343,96.78
1340,96.63
1343,97.02
1350,98.28
1347,99.83
1354,101.12
1353,102.07
1364,102.75
1359,101.96
1364,92.12
1389,65.53
1476,45.34
1541,30.46
1568,19.83
1570,12.89
1554,8.26
1525,4.29
1482,0.00
1437,0.00
1387,0.00
1347,0.00
1309,0.00
1271,0.00
1235,0.00
1199,0.00
1165,0.00
1129,0.00
1096,0.00
1064,0.00
1021,0.27
963,2.63
952,13.79
1013,35.97
968,46.34
971,53.84
998,53.09
954,56.39
995,56.18
960,59.47
989,59.53
967,63.17
983,65.17
970,67.86
983,69.27
976,72.19
977,73.92
976,76.40
982,78.48
981,81.03
983,82.64
981,85.57
984,87.37
983,89.82
984,92.19
987,94.41
989,97.08
988,99.37
989,101.65
995,104.00
992,106.23
996,108.99
995,111.39
1002,113.49
997,115.91
1001,118.13
1001,120.66
1003,122.72
1008,125.09
1008,127.25
1012,129.68
1011,130.81
1015,127.86
1010,119.17
1017,108.18
1016,101.57
1019,93.58
1017,88.63
1021,82.34
1022,78.76
1020,75.41
1023,72.37
1022,70.20
1025,68.33
1024,67.11
1027,66.04
1022,65.34
1027,64.52
1024,64.09
1028,63.62
1024,63.35
1028,63.22
1026,63.37
1030,63.85
1027,64.44
1028,64.88
1029,65.45
1030,65.79
1028,66.28
1031,67.31
1034,68.89
1030,70.36
1031,71.23
1029,72.26
1037,72.83
1035,73.16
1035,73.42
1033,73.58
1037,73.78
1038,73.84
1038,73.89
1038,73.91
1040,73.93
1043,73.91
1040,73.90
1043,73.90
1041,73.88
1046,73.84
1042,73.83
1046,73.79
1043,73.77
1047,73.75
1045,73.74
1049,73.72
1049,73.65
1050,73.62
1047,73.50
1052,73.29
1051,73.13
1052,73.06
1050,72.94
1053,72.91
1054,72.82
1054,72.76
1052,72.72
1053,72.74
1057,72.64
1056,72.62
1057,72.56
1058,72.53
1060,72.41
1057,72.30
1062,72.18
1062,71.92
1064,71.53
1059,70.86
1064,69.92
1064,68.74
1067,67.71
1061,66.73
1067,65.39
1065,64.41
1067,63.53
1061,62.50
1065,61.02
1065,60.00
1068,59.31
1064,58.63
1069,57.62
1071,56.60
1073,55.94
1068,55.35
1070,54.25
1070,52.58
1071,50.97
1069,49.75
1068,48.00
1072,46.67
1070,45.74
1069,45.11
1068,44.23
1073,43.54
1070,43.10
1070,42.76
1066,42.29
1072,41.82
1069,41.55
1069,41.36
1065,41.07
1071,40.71
1067,40.55
1066,40.42
1065,40.29
1069,40.19
1065,40.12
1066,40.11
1063,40.08
1069,39.97
1063,39.79
1065,39.67
1063,39.48
1067,39.33
1063,39.17
1066,39.05
1063,38.93
1067,38.84
1063,38.78
1065,38.70
1063,38.55
1064,38.42
1063,38.28
1063,38.14
1063,37.86
1064,37.58
1063,37.18
1062,36.71
1062,36.16
1059,35.88
1062,35.48
1060,35.15
1060,34.98
1057,34.61
1060,34.34
1059,34.13
1059,33.69
1058,32.28
1060,30.86
1057,29.56
1056,27.36
1056,25.76
1057,24.74
1056,23.77
1053,23.14
1053,22.51
1054,22.02
1054,21.40
1050,21.04
1053,20.76
1050,20.31
1051,19.98
1045,19.81
1049,19.76
1047,19.67
1047,19.71
1043,19.76
1046,19.85
1045,19.85
1042,19.89
1043,19.97
1040,19.97
1041,19.91
1038,19.68
1039,19.31
1038,19.09
1040,18.95
1036,18.82
1036,18.82
1033,18.84
1036,18.87
1033,18.79
1032,18.79
1032,18.74
1032,18.67
1032,18.61
1026,18.68
1029,18.79
1028,18.81
1027,18.81
1024,18.83
1025,18.93
1025,18.98
1024,19.03
1021,19.10
1022,19.22
1021,19.24
1021,19.16
1018,19.14
1018,19.20
1018,19.20
1017,19.19
1015,19.18
1014,19.20
1014,19.22
1011,19.21
1011,19.31
1011,19.44
1011,19.53
1008,19.52
1007,19.58
1008,19.66
1008,19.79
1005,19.95
1005,20.18
1005,20.75
1003,23.02
1002,27.26
1004,32.38
1003,36.38
1003,40.28
1002,43.69
1003,45.81
1003,48.12
999,49.38
1002,50.83
1003,51.55
1001,52.15
1001,52.54
1001,52.85
1002,53.09
