Speed,q,p
1139,60.8,971542.7006
1142,61.13,976338.3064
1141,61.58,978534.4429
1140,62.11,979534.0403
1142,62.6,981803.7754
1143,63.14,987873.4608
1143,63.98,992596.2582
1140,64.54,989394.2692
1139,65.02,989208.7089
1144,65.28,994537.3993
1145,65.58,994659.4795
1142,65.8,992873.0738
1143,65.89,995196.2526
1141,66.09,992061.5141
1145,66.03,992342.6519
1145,65.98,995795.0649
1141,66.05,991598.1158
1143,65.95,991736.5581
1146,65.82,993060.4396
1145,65.6,984789.0631
1142,65.24,978995.9042
1145,64.46,974054.8629
1148,63.46,957957.2375
1145,60.04,934654.9094
1143,57.39,927394.6233
1146,55.07,923662.108
1145,53.1,920795.8766
1142,51.71,918331.798
1144,50.69,918535.8155
1148,49.9,920332.3778
1145,49.3,918129.7745
1144,48.94,916537.9931
1146,48.68,918667.8219
1147,48.48,918262.4561
1145,48.28,916400
1145,48.14,917404.8048
1148,48.05,918998.1089
1145,47.97,916993.231
1143,47.95,915804.8809
1146,47.92,918400.4979
1145,47.94,917596.4628
1144,47.88,916002.8374
1145,47.88,917465.999
1145,47.9,917468.2441
1146,47.9,917396.9797
1145,47.88,916535.114
1145,47.87,917602.1601
1144,47.95,917462.0777
1144,47.96,917140.387
1148,47.98,919932.1707
1147,48.02,919066.1151
1142,48.09,917665.1681
1144,48.2,917270.2557
1146,48.22,918462.3664
1145,48.12,917470.1081
1144,48.16,918463.2824
1144,48.22,917200.7331
1146,48.11,917934.6048
1146,48.03,917595.7466
1144,47.98,916202.4832
1145,47.95,917801.1114
1145,47.95,917798.6345
1144,47.93,916733.7792
1145,47.92,917866.7911
1143,47.92,916995.9062
1142,47.94,915803.1108
1146,47.98,918001.65
1148,47.96,918397.5861
1145,47.88,916532.5823
1142,47.85,915465.1445
1143,47.79,914801.1695
1145,47.67,915332.5015
1144,47.57,914332.6108
1143,47.51,913400
1145,47.38,912866.854
1144,47.22,911533.2389
1144,47.08,912002.3948
1145,47.04,913598.9985
1148,46.94,913134.032
1148,46.76,913131.6703
1142,46.71,911265.7142
1139,46.75,910533.9454
1143,46.83,912001.5896
1146,46.8,913199.2054
1144,46.74,911732.7487
1141,46.8,910599.9136
1142,46.87,912532.0578
1145,46.9,915133.2359
1142,47,913799.1122
1140,47.12,913334.0694
1143,47.28,914801.1359
1145,47.32,916132.92
1141,47.42,915332.9812
1142,47.65,917803.7219
1145,47.98,923666.4731
1142,48.42,923667.1602
1142,48.96,929607.6258
1145,50.06,942134.6007
1145,51.3,945600
1141,52.5,946199.4496
1141,53.46,947599.9986
1142,54.16,949335.1509
1143,54.66,952333.698
1143,55.26,953600.6683
1144,55.74,955667.2598
1143,56.2,957066.4637
1142,56.72,956466.7153
1142,57,957334.1079
1142,57.23,958733.2971
1141,57.52,958933.3334
1143,57.75,962127.9037
1143,58.2,967066.9394
1140,58.82,966467.4132
1142,59.3,967264.7109
1144,59.64,971333.5082
1145,59.9,971932.6483
1140,60.2,968933.3559
1141,60.52,971532.3947
1146,60.76,974666.849
1142,60.92,971866.8426
1141,61.05,970933.4457
1144,61.12,974066.6428
1142,61.17,972934.2481
1142,61.17,972332.2579
1142,61.22,972867.0197
1143,61.3,975124.4665
1145,61.56,983257.6219
1144,62.08,989599.9464
1144,63.02,990865.8507
1143,63.84,993532.4512
1143,64.6,998064.3785
1145,65.6,1002667.687
1142,66.37,1000933.575
1142,66.92,1003466.243
1145,67.46,1009267.333
1144,68.01,1008002.272
1142,68.46,1006667.074
1143,68.82,1013042.462
1147,69.24,1025868.232
1144,69.9,1023600.586
1142,70.54,1023995.136
1145,71.08,1029600
1145,71.58,1029200.449
1144,72.03,1028466.555
1145,72.25,1029532.352
1146,72.37,1030533.826
1144,72.53,1028267.992
1144,72.67,1028860.187
1147,72.64,1031402.691
1145,72.7,1028936.111
1143,72.8,1027532.926
1145,72.82,1029732.016
1149,72.76,1032067.809
1147,72.76,1029800.733
1145,72.81,1029398.363
1148,72.77,1032066.13
1148,72.74,1031734.15
1146,72.76,1029800.309
1146,72.77,1030262.751
1148,72.74,1031535.269
1147,72.74,1029935.292
1147,72.76,1029998.022
1149,72.74,1032733.446
1148,72.74,1031734.676
1147,72.73,1030332.657
1148,72.73,1031266.238
1148,72.73,1031666.867
1148,72.71,1031200.602
1147,72.72,1030667.22
1148,72.73,1031263.16
1150,72.68,1032269.738
1149,72.66,1030999.713
1149,72.64,1031666.259
1149,72.68,1031867.344
1148,72.68,1031133.478
1149,72.65,1031532.546
1149,72.64,1031934.506
1147,72.69,1030732.936
1149,72.65,1032062.192
1151,72.6,1033336.818
1150,72.62,1031932.632
1151,72.6,1032133.951
1149,72.6,1031599.121
1150,72.6,1032533.06
1149,72.61,1032067.872
1149,72.64,1031265.45
1151,72.61,1033264.388
1152,72.55,1033272.495
1148,72.6,1030400.779
1149,72.64,1031529.703
1152,72.6,1033934.807
1151,72.6,1032200.989
1148,72.6,1031266.966
1148,72.63,1031532.625
1150,72.65,1032866.114
1152,72.58,1033532.91
1152,72.52,1033667.224
1151,72.54,1031341.419
1149,72.58,1028662.985
1151,72.54,1032598.173
1151,72.46,1033469.13
1149,72.54,1031466.157
1151,72.52,1033065.274
1154,72.45,1034601.241
1151,72.49,1032403.879
1149,72.54,1031396.969
1151,72.48,1033599.352
1152,72.48,1032135.956
1151,72.5,1029732.667
1151,72.52,1032666.345
1152,72.49,1033599.455
1151,72.5,1033400.007
1149,72.58,1031599.762
1151,72.57,1033262.893
1154,72.5,1034668.475
1149,72.54,1031533.394
1149,72.58,1031465.673
1153,72.54,1034733.301
1151,72.51,1031932.738
1149,72.49,1026800.016
1150,72.42,1028067.501
1152,72.37,1031266.369
1153,72.33,1033402.08
1151,72.36,1032333.022
1151,72.36,1033600.192
1151,72.36,1031931.36
1150,72.34,1029201.315
1151,72.38,1032667.076
1151,72.42,1033666.167
1151,72.47,1032399.066
1151,72.49,1032398.352
1153,72.47,1034533.828
1151,72.5,1033400.275
1151,72.52,1032467.002
1152,72.5,1033266.77
1152,72.54,1033399.675
1151,72.51,1031933.046
1151,72.51,1031667.593
1152,72.51,1032400.369
1151,72.46,1030265.309
1151,72.4,1030601.15
1151,72.28,1030401.364
1151,72.34,1031799.856
1151,72.38,1029199.573
1151,72.4,1031533.358
1151,72.38,1030000.068
1150,72.43,1032333.375
1151,72.36,1033199.903
1151,72.35,1031672.275
1150,72.38,1029064.267
1151,72.38,1032066.501
1152,72.34,1031734.066
1151,72.38,1030332.425
1151,72.35,1032533.335
1151,72.33,1032400
1152,72.3,1032666.291
1151,72.32,1032468.825
1149,72.37,1030468.215
1153,72.24,1029931.874
1151,72.16,1029401.222
1148,72.16,1026733.015
1152,72.02,1029332.857
1154,71.87,1030867.21
1149,71.93,1027000.302
1150,71.97,1026998.063
1154,71.84,1030000.529
1152,71.8,1028602.521
1150,71.86,1026933.356
1152,71.84,1028667.056
1154,71.78,1030133.285
1151,71.81,1027800.151
1149,71.9,1026666.897
1154,71.88,1031397.548
1154,71.96,1035071.733
1149,72.2,1031065.297
1152,72.3,1034131.204
1154,72.3,1035465.238
1150,72.4,1031667.276
1151,72.4,1032733.458
1152,72.46,1033734.103
1154,72.43,1034999.709
1152,72.46,1033866.005
1151,72.49,1033065.634
1152,72.48,1034066.757
1151,72.5,1033199.689
1154,72.48,1033868.503
1154,72.46,1036467.357
1153,72.54,1037466.811
1153,72.67,1036329.832
1154,72.75,1035469.802
1154,72.82,1038333.953
1152,72.9,1036733.439
1152,73.02,1037203.834
1157,72.96,1045074.681
1155,73.38,1051730.033
1151,74.02,1048534.435
1154,74.33,1051068.522
1156,74.57,1054400.185
1154,74.91,1054667.332
1153,75.24,1054599.24
1155,75.34,1058068.206
1154,75.6,1059932.078
1154,75.82,1058733.386
1155,76.13,1061934.033
1155,76.29,1062599.034
1154,76.42,1060065.203
1154,76.53,1063199.536
1155,76.64,1064132.831
1155,76.7,1063600.774
1154,76.78,1061866.483
1157,76.83,1066799.786
1156,76.94,1068735.169
1152,77.17,1065398.68
1156,77.23,1068329.173
1158,77.28,1071066.436
1155,77.44,1070334.456
1153,77.6,1069532.235
1157,77.7,1077189.74
1158,78.29,1086869.628
1153,78.91,1083066.534
1155,79.3,1085123.94
1159,79.54,1088269.246
1156,79.76,1085468.613
1154,79.92,1084264.929
1157,79.98,1087000.33
1157,80.09,1085667.905
1155,80.2,1084998.125
1158,80.17,1088531.218
1158,80.25,1089337.346
1156,80.38,1086533.145
1155,80.48,1086533.724
1157,80.5,1087864.613
1160,80.54,1090801.221
1156,80.64,1088067.734
1155,80.75,1087729.572
1160,80.7,1095185.048
1158,80.98,1100937.517
1157,81.46,1099532.039
1159,81.86,1101535.211
1157,82.31,1099200.259
1157,82.53,1099265.832
1157,82.67,1099801.583
1157,82.85,1100263.391
1160,82.86,1102133.265
1159,82.96,1100999.827
1159,82.94,1101400
1157,83.05,1100467.063
1156,83.19,1099398.778
1159,83.13,1101796.802
1160,83.08,1103466.524
1159,83.16,1103600
1159,83.16,1103733.244
1160,83.19,1103800.082
1160,83.13,1102201.306
1157,83.15,1100332.097
1160,83.09,1102197.314
1160,83.04,1102803.641
1159,83.12,1101398.626
1162,83.06,1104130.591
1162,83.05,1105537.181
1160,83.11,1102665.174
1160,83.15,1104330.013
1162,83.14,1104870.794
1162,83.1,1103132.923
1161,83.16,1103599.476
1162,83.19,1105063.639
1165,83.16,1106337.283
1163,83.11,1103009.504
1160,83.12,1102385.402
1165,83.04,1107201.752
1163,83.02,1104541.365
1159,83.08,1101065.517
1162,83.04,1103059.797
1166,82.94,1107127.421
1166,82.94,1107546.043
1162,82.98,1103004.235
1162,83.02,1103190.38
1166,82.93,1106203.279
1163,83.01,1103807.407
1163,83.05,1103053.978
1166,82.96,1106730.693
1166,82.96,1107267.508
1163,83.02,1106734.898
1163,83.05,1105935.068
1165,83.03,1104539.683
1166,82.96,1103858.061
1166,82.92,1105404.575
1164,82.92,1104796.465
1166,82.89,1106066.322
1166,82.84,1105802.095
1166,82.8,1103410.444
1165,82.58,1100266.225
1165,82.4,1100002.179
1165,82.22,1099663.935
1165,82.02,1099870.291
1166,81.83,1099062.804
1166,81.76,1099473.99
1166,81.66,1098859.123
1166,81.62,1099343.09
1163,81.68,1096924.439
1166,81.6,1100333.658
1165,81.62,1099337.844
1165,81.6,1099321.703
1166,81.6,1100875.081
1163,81.7,1098393.865
1166,81.61,1101531.852
1165,81.58,1099411.824
1162,81.68,1096254.144
1166,81.6,1101730.016
1166,81.52,1101007.419
1163,81.64,1097134.558
1165,81.57,1097927.316
1166,81.51,1100865.357
1166,81.49,1100671.762
1163,81.5,1098405.474
1163,81.54,1098392.754
1167,81.46,1102330.178
1167,81.49,1101409.23
1162,81.62,1097529.128
1165,81.6,1100328.232
1166,81.58,1101004.796
1164,81.64,1098865.715
1164,81.67,1099400
1165,81.65,1100063.618
1165,81.62,1099876.005
1163,81.68,1097330.382
1165,81.66,1099793.716
1166,81.66,1101005.855
1163,81.72,1099327.852
1163,81.88,1103130.391
1165,82.09,1105328.677
1165,82.26,1105209.086
1162,82.5,1101734.327
1165,82.5,1103525.074
1166,82.57,1106738.678
1162,82.73,1103136.109
1162,82.78,1101998.826
1164,82.74,1102930.722
1163,82.78,1104265.731
1164,82.78,1104534.125
1163,82.82,1104000
1163,82.87,1104398.399
1164,82.85,1104603.173
1163,82.86,1103466.409
1164,82.84,1103998.489
1163,82.88,1103205.282
1161,82.91,1101062.561
1163,82.88,1103996.367
1163,82.87,1104737.916
1161,82.84,1101804.161
1162,82.84,1101325.511
1163,82.83,1103406.502
1161,82.82,1100796.541
1161,82.78,1101870.319
1162,82.81,1101259.637
1162,82.84,1103335.897
1160,82.88,1101536.286
1160,82.88,1100398.146
1162,82.83,1102131.157
1162,82.82,1103067.18
1163,82.82,1103595.743
1166,82.8,1105000.97
1163,82.78,1103204.727
1157,82.94,1098871.237
1157,82.92,1098191.529
1162,82.79,1103398.491
1161,82.79,1102542.867
1157,82.92,1099531.576
1159,82.94,1101064.061
1160,82.96,1102401.06
1160,83.04,1102397.128
1160,83.17,1103867.022
1158,83.31,1103467.142
1158,83.41,1103133.728
1158,83.46,1102602.158
1157,83.54,1103195.488
1160,83.52,1105335.961
1158,83.6,1102870.821
1154,83.69,1100267.934
1155,83.75,1101789.389
1161,83.65,1105537.585
1158,83.62,1103138.583
1155,83.66,1101000
1154,83.74,1101132.797
1157,83.75,1102197.362
1158,83.71,1103069.287
1154,83.74,1101002.752
1153,83.81,1100528.718
1156,83.78,1102994.13
1154,83.88,1103804.245
1153,84,1102528.773
1154,84.1,1104003.519
1154,84.21,1102864.726
1157,84.23,1104995.92
1155,84.23,1104814.103
1150,84.4,1100593.185
1153,84.42,1103461.661
1155,84.38,1104934.498
1154,84.36,1103869.069
1151,84.42,1101671.549
1150,84.51,1101058.774
1154,84.44,1104134.454
1151,84.45,1102471.917
1151,84.49,1101789.021
1153,84.46,1103740.895
1150,84.52,1101399.25
1152,84.48,1102463.451
1152,84.46,1102804.797
1149,84.52,1100667.222
1149,84.54,1100466.355
1150,84.55,1101064.406
1151,84.51,1101469.301
1148,84.58,1100135.255
1148,84.6,1100328.797
1151,84.56,1102198.329
1151,84.5,1101474.351
1146,84.62,1098400
1148,84.62,1099926.871
1151,84.56,1102270.368
1148,84.61,1099539.403
1145,84.66,1098061.389
1148,84.64,1100398.572
1149,84.63,1100733.813
1148,84.62,1099605.421
1145,84.64,1098396.528
1148,84.66,1099933.629
1148,84.68,1099667.233
1147,84.64,1099400
1146,84.66,1099200.868
1145,84.71,1098866.449
1145,84.7,1098468.8
1145,84.73,1097997.095
1146,84.73,1099200
1147,84.7,1099067.48
1145,84.7,1098203.513
1144,84.72,1097332.282
1144,84.78,1097667.956
1145,84.76,1097929.72
1145,84.68,1099202.167
1144,84.75,1097468.899
1143,84.8,1096931.392
1145,84.77,1098199.424
1144,84.75,1097471.788
1140,84.87,1095266.267
1142,84.85,1096461.229
1144,84.82,1097804.496
1142,84.84,1095802.008
1141,84.88,1095598.484
1142,84.86,1096800
1141,84.88,1095802.702
1140,84.92,1094797.407
1142,84.88,1096534.212
1141,84.89,1095867.057
1140,84.9,1095533.48
1139,84.93,1095001.066
1139,84.97,1094732.087
1140,84.94,1095600.374
1139,84.95,1094668.164
1139,84.96,1094395.964
1140,84.95,1095336.37
1138,84.96,1093402.969
1137,85,1093262.811
1139,84.98,1095200.333
1138,85,1093868.696
1137,85.02,1092931.328
1139,84.98,1094733.403
1138,85.04,1093801.468
1136,85.04,1092466.173
1136,85.02,1093133.106
1136,85.05,1093333.444
1136,85.06,1093200
1136,85.08,1092600.645
1135,85.11,1092065.74
1136,85.1,1093266.862
1136,85.09,1092334.358
1135,85.11,1092197.374
1136,85.08,1093471.4
1133,85.17,1091332.836
1135,85.13,1092529.345
1136,85.11,1093072.036
1133,85.14,1090798.399
1134,85.16,1091932.009
1135,85.16,1092732.881
1134,85.14,1092067.724
1131,85.18,1089933.743
1133,85.2,1091330.046
1136,85.14,1093469.344
1131,85.24,1089600.555
1133,85.22,1090597.296
1135,85.18,1092402.548
1130,85.26,1088600.406
1130,85.26,1089464.23
1133,85.22,1091600.691
1130,85.26,1090067.907
1129,85.3,1089065.742
1131,85.3,1090199.704
1132,85.28,1090466.931
1130,85.3,1089534.86
1129,85.33,1088931.634
1131,85.31,1090732.543
1130,85.29,1089937.06
1127,85.35,1087399.414
1128,85.35,1088798.511
1128,85.35,1088936.275
1127,85.4,1087331.907
1128,85.41,1088400
1127,85.43,1088001.343
1127,85.44,1087399.402
1127,85.42,1087999.28
1128,85.4,1088665.743
1127,85.39,1088004.444
1126,85.47,1086396.97
1127,85.42,1088000
1126,85.43,1087468.731
1126,85.46,1086599.116
1127,85.45,1087331.808
1126,85.47,1087402.828
1124,85.5,1086067.332
1125,85.51,1086529.235
1125,85.48,1087403.019
1123,85.55,1085868.477
1125,85.55,1086393.706
1126,85.47,1087871.951
1121,85.57,1085271.27
1122,85.65,1084793.75
1125,85.54,1086866.28
1122,85.59,1088059.055
1121,86.04,1090398.697
1123,86.21,1091595.042
1124,86.29,1092339.412
1120,86.51,1090070.564
1121,86.65,1090721.88
1125,86.51,1093273.591
1120,86.65,1090473.531
1118,86.84,1090055.299
1124,86.7,1092669.457
1121,86.69,1091140.397
1119,86.8,1090193.814
1121,86.74,1091667.757
1121,86.8,1090804.572
1118,86.86,1089996.798
1120,86.78,1091262.689
1121,86.82,1091274.436
1118,86.92,1089400
1119,86.8,1090523.076
1120,86.82,1091345.513
1116,87,1089589.799
1119,86.9,1092924.778
1121,87,1094403.713
1117,87.2,1091683.196
1117,87.34,1089979.287
1121,87.28,1094598.222
1118,87.24,1093613.926
1116,87.48,1091853.651
1120,87.42,1093275.626
1119,87.28,1091602.323
1115,87.45,1091726.949
1118,87.43,1093327.037
1118,87.38,1092490.007
1115,87.47,1089456.082
1117,87.49,1092518.152
1119,87.35,1094275.336
1115,87.49,1091608.306
1116,87.51,1091650.193
1118,87.37,1094009.888
1114,87.53,1091274.147
1114,87.54,1089997.924
1119,87.31,1091521.674
1116,87.33,1092151.667
1112,87.56,1089789.42
1115,87.42,1091734.056
1118,87.46,1091204.459
1114,87.52,1090729.54
1118,87.46,1092719.085
1118,87.46,1093883.926
1113,87.6,1090536.206
1113,87.64,1090725.893
1115,87.56,1092068.192
1114,87.5,1091602.841
1114,87.58,1091594.775
1115,87.57,1092202.809
1113,87.64,1090945.729
1112,87.77,1090384.9
1116,87.6,1093393.256
1115,87.58,1092755.114
1113,87.77,1090121.026
1117,87.59,1092729.396
1112,87.64,1090632.736
1109,87.75,1083879.626
1113,87.28,1082456.765
1115,86.86,1073396.203
1110,86.42,1040850.726
1109,84.02,1017357.617
1113,81.5,1011288.652
1110,79.36,1004761.867
1111,77.28,999927.5139
1113,75.84,999946.5841
1109,74.82,996944.9066
1109,74.16,995462.9642
1112,73.43,995474.095
1111,72.96,993741.7836
1113,72.5,993718.0424
1117,72.13,996334.1241
1112,71.91,994155.7361
1108,71.88,990988.4703
1112,71.75,994251.8539
1113,71.72,994295.2421
1109,71.74,991571.9982
1113,71.62,998574.7294
1115,71.68,1000625.142
1110,71.82,995272.6379
1111,71.86,994793.3921
1112,71.82,994681.0233
1109,71.8,993184.3542
1110,71.85,995073.8903
1111,71.86,994197.4841
1110,71.86,993283.3793
1109,71.87,993172.7619
1113,71.75,997343.918
1109,71.75,993353.0165
1107,71.79,992434.8758
1112,71.7,997210.4904
1111,71.68,994936.2314
1106,71.84,993476.7068
1110,71.82,993513.7059
1113,71.76,995420.8242
1107,71.88,990806.4742
1109,71.84,991710.5335
1112,71.7,994421.0788
1109,71.71,992713.0994
1110,71.69,995536.7221
1110,71.65,993946.2231
1106,71.71,992657.6939
1109,71.75,996115.5246
1113,71.73,1004414.42
1108,72.24,1014859.661
1107,73.02,1018706.41
1113,73.7,1024063.811
1109,74.46,1023479.047
1109,75,1023245.767
1114,75.38,1028455.624
1112,75.82,1028356.375
1109,76.16,1024063.7
1112,76.34,1025916.366
1113,76.38,1028402.596
1109,76.58,1026353.752
1111,76.61,1026228.586
1114,76.53,1030028.209
1109,76.63,1025060.165
1112,76.75,1028314.616
1115,76.75,1043019.492
1112,77.87,1064340.101
1112,79.42,1065111.424
1117,80.18,1068409.718
1112,81.08,1065541.952
1112,81.66,1065515.891
1117,81.96,1068802.069
1114,82.4,1067277.808
1113,82.64,1065857.785
1116,82.7,1068259.981
1117,82.82,1068742.219
1114,82.98,1066670.445
1115,83.06,1067447.434
1119,82.94,1069412.612
1115,83.03,1067005.043
1116,83.09,1067845.855
1121,82.93,1070475.882
1116,83.05,1067551.375
1115,83.14,1066839.911
1121,82.93,1071069.794
1118,82.99,1068815.338
1117,83.1,1067052.59
1121,82.97,1070330.125
1120,82.95,1069811.368
1118,83,1067664.085
1121,82.96,1069652.909
1121,82.87,1071345.665
1119,82.98,1068733.982
1123,82.87,1069590.317
1122,82.83,1070411.623
1118,82.98,1068857.883
1124,82.86,1071128.238
1126,82.78,1072133.974
1126,82.73,1071735.951
1124,82.77,1071001.928
1123,82.79,1071128.173
1125,82.72,1071935.969
1126,82.7,1071532.054
1126,82.7,1072723.716
1128,82.61,1073543.736
1125,82.68,1071201.994
1127,82.67,1073043.173
1130,82.54,1075356.294
1126,82.63,1071064.028
1128,82.63,1073842.998
1131,82.5,1076419.66
1126,82.59,1072003.976
1129,82.59,1073377.687
1134,82.47,1077337.864
1131,82.46,1090134.817
1129,83.87,1116614.686
1131,85.52,1115846.481
1135,86.76,1119273.866
1132,87.9,1117536.074
1133,88.74,1118713.821
1136,89.26,1121804.982
1134,89.75,1120539.599
1136,90.04,1121310.518
1139,90.24,1123879.096
1136,90.38,1121736.643
1136,90.5,1122189.416
1140,90.52,1124595.773
1140,90.54,1124740.809
1139,90.6,1123400
1139,90.64,1123861.718
1141,90.6,1125525.366
1142,90.61,1125483.27
1140,90.67,1123258.051
1144,90.59,1126253.503
1145,90.57,1127413.902
1141,90.59,1124731.876
1143,90.55,1126053.52
1145,90.5,1127607.606
1144,90.5,1125938.604
1145,90.52,1125858.277
1148,90.42,1128590.387
1149,90.4,1128883.474
1146,90.44,1126125.959
1149,90.37,1129315.808
1152,90.27,1131148.374
1148,90.36,1127800
1149,90.31,1128985.598
1151,90.28,1130214.71
1150,90.28,1128261.403
1153,90.24,1130322.887
1156,90.12,1131807.123
1154,90.15,1130200
1153,90.15,1130266.07
1155,90.13,1131456.589
1158,90.02,1133468.267
1157,90,1132277.169
1155,90.04,1131127.146
1160,89.98,1133590.889
1161,89.94,1134079.893
1157,89.95,1131132.21
1158,89.95,1132852.941
1162,89.85,1135470.559
1161,89.82,1133743.919
1159,89.86,1132789.542
1163,89.8,1135794.783
1167,89.71,1138256.188
1166,89.8,1138158.521
1161,89.81,1131679.865
1163,89.44,1129994.228
1163,89.22,1130407.231
1165,88.98,1129988.785
1169,88.58,1130548.341
1169,87.96,1119598.691
1165,86.4,1089560.806
1166,83.7,1042925.156
1171,80.76,979503.396
1167,68.03,870639.8575
1163,47.93,753322.4593
1167,33.99,691736.2044
1168,23.54,691200
1166,17.5,690670.4771
1159,11.62,687881.0101
1147,3.59,682350.2309
1153,0.19,684945.1445
1169,0,693846.1971
1157,0,687899.0994
1167,0,691493.7279
1157,0,686708.8468
1165,0,690352.4995
1157,0,686654.9514
1162,0,688413.6039
1156,0,685662.2463
1159,0,687527.2589
1160,0,687810.8732
1153,0,684533.771
1153,0,684863.3755
1156,0,686130.9832
1155,0,685742.0659
1151,0,683864.2679
1153,0,685060.4446
1154,0,685274.9162
1148,0,682602.8361
1147,0,682064.6127
1149,0,683129.2781
1150,0,683206.4594
1145,0,681266.1937
1147,0,681929.0398
1149,0,682537.8391
1145,0,681401.89
1144,0,680735.7472
1143,0,680200
1142,0,679803.0745
1140,0,678735.2667
1140,0,678862.2242
1142,0,679670.2094
1139,0,678070.4915
1136,0,677132.4445
1138,0,677863.39
1139,0,678336.6288
1137,0,677201.4365
1136,0,676535.3945
1134,0,675670.0118
1133,0,675725.8444
1135,0,676738.0626
1133,0,674875.6892
1129,0,673660.0688
1131,0,674802.024
1130,0,673806.3745
1127,0,672797.9486
1130,0,673727.8296
1130,0,674271.6627
1126,0,672208.334
1123,0,675687.7089
1128,0.4,709855.9131
1127,4.28,776221.9454
1125,12.88,844335.6256
1138,21.54,928955.0605
1139,30.28,979639.9834
1121,39.84,982883.5918
1127,49.3,1001657.344
1123,55.98,1009416.781
1135,61.82,1044179.203
1118,66.6,1038364.704
1131,69.68,1053719.504
1130,72.52,1065511.205
1122,74.96,1058838.718
1131,76.38,1066844.396
1130,77.74,1068892.392
1127,78.8,1065450.161
1130,79.4,1069130.115
1131,79.98,1070063.86
1130,80.42,1070929.627
1130,80.82,1071204.18
1131,81.16,1071718.848
1133,81.3,1074927.328
1133,81.58,1076791.168
1133,81.94,1079587.416
1134,82.17,1080747.022
1130,82.46,1078991.436
1136,82.62,1083237.204
1140,82.69,1087082.655
1135,82.91,1083076.648
1134,83.09,1082780.893
1139,83.11,1086197.164
1139,83.17,1085810.628
1137,83.27,1084462.96
1138,83.34,1085788.696
1140,83.38,1087400
1140,83.3,1086872.547
1141,83.3,1086591.154
1142,83.34,1087804.356
1142,83.38,1086934.148
1143,83.26,1087392.928
1145,83.07,1087150.192
1142,82.8,1081893.872
1142,82.5,1078648.744
1147,82.13,1082653.674
1148,81.83,1083354.899
1143,81.75,1079808.59
1144,81.66,1080375.874
1149,81.5,1084461.219
1148,81.4,1083752.519
1145,81.42,1081322.683
1150,81.3,1084714.874
1152,81.17,1085823.357
1147,81.25,1081602.221
1148,81.23,1082911.494
1154,81.18,1088962.804
1153,81.42,1092028.289
1148,81.72,1088258.759
1153,81.78,1091642.896
1156,81.88,1094153.012
1153,82.01,1091787.997
1154,81.95,1088923.908
1156,81.22,1079987.944
1157,80.65,1079963.446
1153,80.28,1076523.802
1157,79.98,1079582.457
1158,79.74,1080889.286
1155,79.64,1077461.192
1159,79.42,1080113.938
1160,79.27,1082349.148
1157,79.27,1079405.63
1157,79.24,1079652.932
1162,79.12,1082656.744
1162,79.06,1082818.162
1158,79.09,1079534.053
1160,79.09,1082365.598
1163,79.09,1087741.201
1161,79.22,1085478.392
1160,79.36,1084259.008
1163,79.36,1087972.178
1165,79.49,1092009.092
1161,79.67,1089214.342
1162,79.84,1090158.176
1167,79.86,1095815.587
1165,79.94,1092016.502
1163,80.04,1090912.681
1166,80.11,1095388.285
1169,80.17,1096939.579
1166,80.26,1094423.299
1163,80.4,1092514.68
1168,80.36,1096516.106
1169,80.38,1097554.662
1166,80.43,1093541.454
1168,80.36,1093778.387
1169,80.16,1095620.483
1166,80.18,1092931.661
1168,80.06,1093594.592
1169,80,1094531.496
1169,79.94,1094734.255
1169,79.93,1093943.692
1169,79.94,1094046.036
1172,79.84,1096934.269
1171,79.87,1096471.375
1169,79.97,1096522.375
1170,80.02,1098459.557
1172,80.04,1098545.872
1172,80.04,1097391.204
1171,80.08,1098468.583
1172,80.07,1098265.649
1173,80.02,1098858.849
1172,80.06,1099405.679
1172,80.04,1099059.421
1173,80.08,1098949.589
1172,80.09,1094700.138
1173,79.84,1089810.297
1172,79.54,1083941.261
1172,78.74,1075319.195
1174,77.98,1076478.908
1175,77.46,1074738.046
1176,76.8,1058707.041
1171,75.36,1018274.928
1169,71.95,1001711.297
1176,69.36,1005580.168
1178,67.3,1005316.599
1172,66.2,997309.1444
1169,65.12,993576.9639
1175,63.76,997579.5839
1175,62.97,996596.8788
1170,62.28,989730.9172
1172,61.88,991113.5611
1175,61.37,993792.8819
1175,61,987726.458
1171,60.3,973404.0379
1171,59.26,973980.1341
1174,58.68,976000
1174,57.91,974429.721
1170,57.5,972899.7827
1172,57.37,977641.6352
1174,57.4,980788.6935
1172,57.64,981869.2677
1169,58.01,983301.1559
1171,58.37,988237.4988
1172,58.92,993485.4886
1171,59.54,998592.4266
1170,60.36,1000053.703
1171,61.21,1005190.652
1169,62.12,1015678.538
1170,63.56,1022439.067
1172,64.48,1024738.58
1171,65.46,1028053.807
1169,66.99,1035804.069
1169,68.02,1038140.048
1171,68.94,1045495.497
1172,69.64,1049456.957
1170,70.34,1050334.717
1170,71.24,1058884.503
1170,72.3,1077583.072
1171,73.6,1078222.401
1171,74.34,1076069.366
1169,75.1,1075865.26
1169,75.74,1076065.261
1169,76.04,1075873.878
1170,76.3,1075265.158
1172,76.34,1065937.371
1168,76.2,1044703.443
1169,74.78,1037807.785
1172,73.24,1024931.777
1169,71.22,1007328.817
1167,69.74,993389.3357
1169,67.32,988717.3293
1169,64.9,989678.1467
1167,63.64,987426.9944
1166,62.69,986758.0503
1169,62.04,990726.025
