,Epm_nEng,InjCtl_qSetUnBal
2017-12-01 10:36:54.122091,1380.1804341597062,41.32539045720054
2017-12-01 10:36:54.222091,1381.227866294447,39.835762154960356
2017-12-01 10:36:54.322091,1377.8122410454994,37.97016613961532
2017-12-01 10:36:54.422091,1386.8356397790988,36.439723226508164
2017-12-01 10:36:54.522091,1375.8850898771439,33.852103453193024
2017-12-01 10:36:54.622091,1388.163747765664,31.717069158053253
2017-12-01 10:36:54.722091,1377.5763660579682,29.47621423137217
2017-12-01 10:36:54.822091,1387.6129937415328,26.060402681624346
2017-12-01 10:36:54.922091,1373.280341101952,22.87445002828628
2017-12-01 10:36:55.022091,1381.797059138454,20.30328230129354
2017-12-01 10:36:55.122091,1385.319707420189,17.761549004316606
2017-12-01 10:36:55.222091,1376.0799114999265,16.18597214260002
2017-12-01 10:36:55.322091,1376.8697842557463,15.087264106863978
2017-12-01 10:36:55.422091,1378.3197368815431,14.473736821597532
2017-12-01 10:36:55.522091,1378.9100891835292,13.920700114447381
2017-12-01 10:36:55.622091,1379.0,13.754408781388367
2017-12-01 10:36:55.722091,1378.5904528470758,13.805527544467859
2017-12-01 10:36:55.822091,1378.0900526559876,13.869193681281473
2017-12-01 10:36:55.922091,1377.5898669170206,13.929215969957518
2017-12-01 10:36:56.022091,1378.7299316910646,14.07119271371356
2017-12-01 10:36:56.122091,1380.2303046464788,14.067191876093903
2017-12-01 10:36:56.222091,1379.6806560950893,14.092773756196431
2017-12-01 10:36:56.322091,1379.0898915847577,14.444491068803558
2017-12-01 10:36:56.422091,1380.2308820673245,15.02876458782749
2017-12-01 10:36:56.522091,1383.7824518369532,16.305270402118406
2017-12-01 10:36:56.622091,1386.5508826883238,18.79136036489626
2017-12-01 10:36:56.722091,1375.9284963033876,21.00223390836193
2017-12-01 10:36:56.822091,1379.2433351351187,23.103000540535614
2017-12-01 10:36:56.922091,1377.217429272372,24.234991267354424
2017-12-01 10:36:57.022091,1383.4766839935487,25.581932347142367
2017-12-01 10:36:57.122091,1380.4850063038623,26.56239899138204
2017-12-01 10:36:57.222091,1378.2700777749649,27.064378223009815
2017-12-01 10:36:57.322091,1374.716490025586,27.517603647057623
2017-12-01 10:36:57.422091,1385.4916954347912,27.797000493167847
2017-12-01 10:36:57.522091,1370.349271410494,27.922096412044215
2017-12-01 10:36:57.622091,1393.590882349275,28.777354545341225
2017-12-01 10:36:57.722091,1374.0678824549334,29.32097199096224
2017-12-01 10:36:57.822091,1393.1263334572193,30.17162511499287
2017-12-01 10:36:57.922091,1364.8276942348841,30.487829635066362
2017-12-01 10:36:58.022091,1388.7048906646844,31.226215946621803
2017-12-01 10:36:58.122091,1373.3297889590046,31.412844757097773
2017-12-01 10:36:58.222091,1395.5746335620777,31.73176850768453
2017-12-01 10:36:58.322091,1372.3422987692088,31.78357312606716
2017-12-01 10:36:58.422091,1387.7617272810623,31.927815506060046
2017-12-01 10:36:58.522091,1375.2592505985695,32.025679045338784
2017-12-01 10:36:58.622091,1391.2096360799417,32.22067166406613
2017-12-01 10:36:58.722091,1380.304766999134,32.17786360540073
2017-12-01 10:36:58.822091,1386.0385532893356,32.14356626674667
2017-12-01 10:36:58.922091,1382.6584189471266,32.12356436599116
2017-12-01 10:36:59.022091,1389.7081471755469,32.13641629435109
2017-12-01 10:36:59.122091,1386.1593833813645,32.04140400088673
2017-12-01 10:36:59.222091,1381.7132433372456,31.970698650058683
2017-12-01 10:36:59.322091,1388.3951245830478,32.10790249166096
2017-12-01 10:36:59.422091,1385.4802547460808,32.12356456271302
2017-12-01 10:36:59.522091,1391.0692242978325,32.13642306074458
2017-12-01 10:36:59.622091,1378.531949611518,31.81133999085925
2017-12-01 10:36:59.722091,1394.407058118351,31.296095157221327
2017-12-01 10:36:59.822091,1380.434825635056,29.820477593949736
2017-12-01 10:36:59.922091,1391.7004409760718,28.46829381354747
2017-12-01 10:37:00.022091,1376.5035212720263,27.450816907606455
2017-12-01 10:37:00.122091,1394.6998570846354,26.046674606409148
2017-12-01 10:37:00.222091,1380.5966010003413,24.826611180886772
2017-12-01 10:37:00.322091,1395.8095432238927,23.97908750150484
2017-12-01 10:37:00.422091,1382.3237477990774,21.66952065997975
2017-12-01 10:37:00.522091,1383.432732258956,19.85171984921868
2017-12-01 10:37:00.622091,1388.6074387520164,16.99695821874185
2017-12-01 10:37:00.722091,1379.2249921921657,14.894638825701731
2017-12-01 10:37:00.822091,1376.1786862142237,13.886522695663388
2017-12-01 10:37:00.922091,1375.5888146676377,13.147893121398246
