Speed,q,p
1204,7.48,746518
1235,3.87,744755
1220,2.66,731452
1205,1.75,719876
1231,1.29,730426
1209,0.79,717277
1221,0.19,720573
1213,0.01,715615
1202,0.00,710072
1213,0.00,715340
1202,0.00,709913
1208,0.00,712628
1206,0.00,712092
1204,0.00,710787
1196,0.00,706918
1202,0.00,709573
1204,0.00,710837
1189,0.00,703460
1202,0.00,709888
1190,0.00,704091
1181,0.00,700093
1195,0.00,706642
1177,0.00,698133
1189,0.00,703546
1190,0.00,703900
1184,0.00,701259
1184,0.00,701265
1167,0.00,693344
1184,0.00,701463
1177,0.00,697848
1166,0.00,693138
1176,0.00,697666
1158,0.00,689359
1175,0.00,697281
1170,0.00,694638
1150,0.00,685690
1174,0.00,696577
1159,0.00,689646
1162,0.00,691018
1166,0.00,692942
1149,0.00,684958
1168,0.00,694063
1155,0.00,688012
1152,0.00,686468
1164,0.00,692020
1143,0.00,682425
1156,0.00,688464
1147,0.00,684223
1141,0.00,681307
1158,0.00,689255
1136,0.00,678810
1111,0.00,664976
1077,0.00,643838
1046,0.00,623894
1013,0.00,603408
979,0.00,582209
946,0.00,558855
916,0.00,536868
885,0.00,514495
857,0.00,494358
826,0.00,471831
801,0.00,454060
780,0.00,439121
753,0.00,419502
727,0.00,410778
698,0.00,401924
672,0.00,393968
650,0.57,389274
624,2.49,385759
607,4.44,382192
591,7.21,383690
582,8.72,385489
578,9.52,386464
575,10.22,387491
572,10.79,388360
571,11.01,388768
570,11.04,388574
571,11.10,388893
570,11.23,389221
570,11.20,388832
570,11.24,388937
570,11.35,389328
569,11.36,389211
569,11.36,389203
569,11.36,389064
569,11.44,389451
569,11.50,389527
568,11.37,388804
568,11.49,389350
569,11.59,389703
568,11.49,389198
568,11.48,389308
568,11.46,389112
568,11.59,389410
568,11.64,389556
568,11.51,389115
568,11.52,389292
568,11.63,389688
567,11.51,388984
568,11.59,389541
568,11.66,389628
567,11.53,389044
568,11.60,389406
568,11.66,389620
568,11.60,389439
567,11.66,389481
567,11.60,389292
568,11.52,389442
568,11.65,389621
567,11.66,389353
567,11.66,389337
567,11.60,389284
567,11.66,389473
567,11.66,389345
567,11.62,389209
567,11.66,389469
567,11.85,389847
566,11.82,389600
567,11.69,389415
567,11.68,389291
566,11.83,389632
567,11.67,389354
567,11.62,389348
567,11.66,389338
567,11.74,389455
566,11.74,389184
567,11.74,389585
566,11.85,389715
566,11.86,389582
567,11.75,389467
566,11.66,388788
565,11.98,389704
565,12.06,389948
565,11.93,389509
566,11.92,389901
566,12.00,390042
565,12.00,389771
566,11.92,389777
566,11.86,389585
566,11.99,389885
564,12.06,389678
564,12.06,389527
565,12.06,389797
564,12.19,389984
563,12.18,389651
564,12.14,389643
564,12.18,389911
564,12.18,390065
564,12.18,390072
564,12.01,389354
565,12.06,389926
565,12.12,390152
564,12.06,389552
564,12.06,389658
564,12.08,389452
563,12.29,389870
563,12.41,390279
564,12.15,389677
564,12.14,389922
564,12.25,390323
564,12.13,389615
564,12.06,389661
564,12.06,389666
564,12.14,389784
563,12.29,390027
563,12.17,389589
564,12.16,389704
563,12.46,390325
562,12.50,390144
562,12.42,390014
563,12.33,389963
563,12.40,390219
563,12.40,390232
563,12.17,389598
564,12.14,389640
563,12.41,390128
562,12.42,390015
563,12.31,390038
563,12.26,389633
562,12.47,390042
562,12.50,390407
563,12.27,389930
563,12.30,390033
563,12.39,390223
563,12.23,389652
564,12.22,389900
563,12.49,390539
562,12.40,389971
563,12.27,389906
564,12.22,389914
563,12.26,389766
563,12.43,390337
563,12.23,389519
563,12.26,389883
563,12.43,390345
561,12.46,389737
562,12.46,389983
562,12.46,390136
562,12.54,390262
561,12.62,390387
561,12.47,389738
561,12.50,389972
561,12.58,390244
561,12.62,390387
562,12.64,390597
561,12.43,389758
562,12.46,390123
562,12.54,390262
561,12.52,389925
561,12.46,389853
562,12.48,390054
562,12.59,390452
561,12.64,390462
561,12.51,389730
562,12.46,390261
562,12.54,390408
562,12.44,389952
562,12.29,389552
562,12.41,389846
561,12.61,390229
560,12.68,390023
560,12.64,389744
561,12.68,390277
561,12.79,390692
560,12.69,390045
561,12.55,389977
561,12.54,390115
561,12.62,390241
561,12.66,390237
561,12.55,389848
561,12.54,389829
561,12.81,390735
560,12.67,389983
561,12.62,390233
561,12.54,390128
561,12.67,390296
561,12.74,390638
561,12.47,389748
562,12.46,389983
561,12.67,390430
560,12.62,389838
560,12.62,389948
561,12.62,390233
561,12.62,390108
561,12.73,390628
561,12.47,389748
562,12.46,390123
561,12.57,390252
560,12.58,389700
561,12.71,390405
570,41.68,517519
631,37.01,520078
669,6.36,417006
649,7.21,410149
646,23.15,461987
666,17.56,448514
671,9.08,425218
662,13.79,433904
668,16.43,444962
674,11.39,432534
669,12.49,433340
670,15.54,442459
675,12.86,436543
674,11.84,433397
672,13.69,437488
675,13.70,438910
674,12.69,435906
674,13.10,436953
675,13.54,438390
676,11.94,434526
674,12.95,436301
676,12.79,436712
675,12.76,436392
675,12.21,434789
674,13.57,438058
677,12.67,436826
675,12.24,434907
674,12.68,435866
676,13.25,437930
675,11.85,434161
675,13.50,438160
676,12.32,435798
674,12.09,434361
676,12.60,436222
675,12.56,436020
674,11.93,433927
675,13.28,437702
676,11.83,434539
674,12.45,435152
675,12.69,436317
676,12.24,435322
675,11.80,433744
674,13.63,438354
676,11.79,434275
673,12.06,433845
675,13.23,437556
676,12.34,435869
674,11.08,431724
674,13.54,437826
677,12.36,436172
674,11.59,432934
674,13.05,436823
676,12.81,436789
675,11.40,432864
674,13.40,437621
676,11.97,434881
674,11.77,433372
675,12.93,436787
676,13.04,437382
675,11.18,432294
674,13.39,437450
677,12.66,436802
675,11.84,433860
674,12.34,434971
675,13.01,437013
676,11.68,433862
674,12.81,436071
676,12.53,436058
675,12.16,434672
675,12.08,434752
675,12.92,436658
675,11.87,434198
674,12.91,436484
676,12.23,435425
675,12.64,435938
675,12.16,434960
673,8.95,425350
655,3.13,400066
634,6.97,402143
628,10.47,410099
621,6.48,394580
606,6.72,388660
596,10.80,397911
595,10.65,396844
588,7.67,384000
576,9.55,385792
573,13.12,396671
572,10.26,386382
564,10.20,383050
561,11.77,387539
559,10.42,382097
554,10.11,379025
551,10.94,380638
549,11.19,380588
549,10.70,378886
545,10.43,376691
542,11.17,377882
543,10.53,375929
540,9.79,372574
538,10.16,372814
537,12.63,380944
538,11.07,376017
534,9.45,368916
531,11.53,374987
535,12.10,378173
535,9.61,369697
530,10.21,369774
530,12.31,377183
532,10.31,370898
530,9.53,367679
528,11.36,373226
530,11.55,374432
529,10.54,370704
527,11.23,372056
528,11.43,373419
529,10.14,369137
527,11.27,372188
527,12.01,374842
527,11.52,373030
527,10.16,368614
525,10.66,369634
526,11.62,373199
528,10.95,371616
527,10.52,369734
524,11.08,370899
525,11.92,373950
527,10.64,370244
527,9.49,366038
524,11.97,373986
526,13.08,378049
527,11.28,372457
525,9.40,365301
523,11.64,372848
525,11.93,373956
527,11.29,372340
526,10.01,367698
523,11.59,372674
525,12.12,374496
528,10.30,369214
526,9.30,365114
524,12.10,374429
526,12.47,375952
526,11.04,371357
525,9.75,366366
523,11.72,373102
526,11.97,374379
527,10.10,368407
524,10.23,367996
522,12.58,376085
526,11.95,374290
527,9.12,364890
523,9.98,367129
524,13.38,378834
527,11.27,372407
525,10.01,367408
524,10.75,369773
524,12.55,375963
528,11.66,374013
526,9.51,365976
523,11.96,373932
525,13.23,378415
527,9.32,365724
524,9.68,366095
523,12.14,374564
527,12.20,375724
528,9.01,364973
521,10.09,367512
523,14.10,381309
527,11.24,372287
527,8.95,364469
523,11.55,372536
524,13.56,379459
527,12.35,376260
526,8.55,362540
522,11.99,374062
526,12.87,377310
528,10.07,368458
525,10.11,367592
522,12.16,374625
526,11.99,374570
527,9.04,364625
523,9.75,366330
523,13.63,379675
527,11.34,372625
526,9.93,367285
522,11.27,371552
523,13.40,378885
529,11.29,373159
526,8.62,362665
522,12.98,377467
526,13.39,379099
528,9.17,365627
524,9.38,365084
522,12.27,375000
526,13.67,380197
529,9.06,365417
523,9.52,365532
522,13.64,379725
527,11.41,372866
527,9.01,364683
522,11.56,372558
524,14.18,381587
528,11.86,374835
525,8.18,361128
521,12.45,375623
527,12.89,377788
528,9.63,366941
523,10.87,370183
523,13.17,378115
526,11.51,372776
526,9.30,365390
523,10.36,368425
524,13.46,379110
527,11.67,373788
526,10.02,367733
523,10.48,368852
523,12.93,377269
528,11.73,374388
527,9.02,364454
522,11.94,373890
524,13.93,380715
528,10.18,368819
525,8.83,363343
522,11.05,370825
525,13.86,380469
529,10.32,369709
524,9.27,364704
522,12.75,376654
525,12.75,376643
529,10.41,370024
524,10.03,367306
523,13.05,377679
526,12.97,377938
527,8.81,363858
523,10.51,368956
523,12.41,375496
527,12.00,375041
527,9.03,364757
521,10.69,369586
524,13.48,379170
527,10.61,370281
525,9.02,363994
523,12.76,376692
525,12.69,376561
528,11.20,372310
524,9.23,364552
522,12.42,375522
526,12.56,376390
528,10.13,368658
525,10.48,368864
522,12.47,375688
526,12.15,375134
527,9.21,365353
524,9.52,365564
523,13.63,379689
526,12.20,375300
527,10.37,369331
523,9.89,366838
522,13.35,378737
527,12.26,375942
527,9.35,365555
523,11.71,373083
524,13.13,377972
526,10.67,370060
525,9.79,366636
524,10.47,368831
524,13.14,378018
526,11.50,372784
525,10.75,369921
523,11.24,371470
525,11.96,373925
526,10.88,370789
525,10.67,369512
525,12.01,374121
525,12.08,374353
526,10.55,369391
525,10.58,369186
525,11.22,371388
525,11.78,373467
526,11.01,370957
525,11.17,371236
524,10.93,370395
524,11.50,372358
526,11.33,372038
526,10.99,371047
525,11.12,371051
524,11.33,371784
524,11.51,372408
525,11.33,371896
526,10.41,369049
524,11.29,371632
524,12.31,375131
526,12.42,375783
526,9.66,366597
524,10.16,367747
524,11.67,372938
527,11.91,374475
527,9.56,366575
522,10.72,369667
523,13.24,378329
526,11.33,372173
527,9.69,367020
524,11.07,370884
524,12.84,376973
526,12.67,376923
527,9.12,364770
523,10.97,370544
524,12.28,375035
527,11.47,373096
527,9.49,366178
521,11.04,370791
524,13.59,379567
527,10.59,370200
526,8.89,363860
522,12.36,375320
525,13.54,379392
528,11.80,374383
525,8.76,362969
522,12.36,375303
526,12.67,376787
528,10.05,368524
525,9.79,366502
521,12.12,374496
526,12.80,377208
528,8.70,364029
523,8.87,363312
522,14.70,383384
527,12.08,375155
527,10.16,368498
523,10.35,368410
523,12.99,377493
527,12.17,375493
527,9.49,366327
524,10.99,370597
523,12.49,375771
526,11.75,373463
527,9.69,366851
524,9.87,366127
524,13.68,379844
527,11.98,374701
526,10.35,368863
523,10.57,369165
524,12.67,376389
528,11.56,373543
527,9.62,366505
524,11.54,372483
524,13.07,377766
527,10.66,370450
525,8.86,363442
522,11.28,371602
526,14.19,381845
528,9.69,367427
524,9.62,365884
522,12.80,376827
526,11.95,374162
528,9.87,367893
524,10.23,367978
523,13.40,378893
526,12.74,377043
528,9.21,365507
524,10.32,368303
524,11.83,373504
526,12.52,376415
526,10.04,367785
523,11.14,371129
524,12.11,374461
526,10.96,370909
526,10.11,368007
524,11.40,372010
525,12.12,374488
525,11.50,372361
525,10.47,368822
524,11.49,372315
526,11.60,372962
526,11.06,371273
525,10.59,369400
524,11.69,372997
525,11.27,371582
525,11.05,370800
526,10.73,369996
525,11.50,372346
525,11.91,373901
525,11.55,372537
525,10.47,368966
524,11.16,371183
525,11.26,371526
526,12.11,374892
526,10.16,368339
524,10.82,370013
524,11.71,373094
525,11.06,370979
525,10.50,369056
525,11.76,373258
526,11.61,373289
525,10.46,368766
523,11.68,372987
524,12.19,374719
528,10.90,371285
525,10.37,368519
524,12.20,374784
525,12.88,377235
526,9.72,366656
524,10.75,369767
525,11.54,372489
526,11.60,373123
526,10.40,369147
523,10.77,369841
524,12.57,376031
525,11.16,371333
526,10.21,368346
524,11.75,373232
525,12.52,375864
525,12.02,374134
525,10.62,369477
525,10.72,369667
525,11.03,370746
525,11.90,373719
526,11.67,373221
525,11.27,371573
525,10.74,369729
524,11.24,371482
525,11.32,371869
526,11.59,373109
525,11.00,370643
524,11.70,373045
525,10.69,369571
525,10.58,369346
525,11.01,370667
525,12.05,374392
526,11.01,371109
524,10.84,370103
524,11.50,372364
525,11.33,371760
526,10.68,369963
525,11.42,372092
525,11.19,371427
525,11.39,371999
525,10.80,369941
525,11.17,371222
525,11.24,371460
526,11.51,372688
526,10.99,371059
524,11.17,371240
525,11.51,372397
525,10.99,370761
526,10.44,368988
525,11.68,372996
525,12.05,374255
526,12.02,374434
525,9.84,366656
524,11.28,371599
525,12.04,374218
527,10.76,370516
526,10.56,369447
523,11.30,371671
525,12.04,374219
526,10.76,370084
526,10.16,368173
524,11.62,372773
524,12.32,375188
525,12.42,375652
525,10.22,368103
525,10.90,370296
525,10.98,370566
525,11.78,373318
526,11.33,372213
525,10.93,370401
524,11.17,371236
525,11.90,373739
526,10.69,370010
525,11.17,371224
524,12.04,374208
525,12.47,375694
526,10.24,368310
525,10.63,369361
525,11.28,371614
525,11.59,372820
526,11.05,371261
524,10.65,369437
524,11.77,373292
525,11.66,372923
528,10.47,369826
524,10.44,368714
523,12.76,376692
526,12.90,377577
526,9.31,365424
523,10.62,369344
523,12.28,375036
527,12.07,375151
527,9.29,365650
521,10.51,368943
524,13.95,380797
528,10.34,369492
525,8.95,363773
523,13.15,378044
525,12.77,376858
528,11.18,372269
524,9.23,364544
521,13.39,378870
527,13.54,380048
528,9.44,366604
524,9.87,366742
522,12.73,376584
526,12.16,375160
527,9.17,364954
523,10.19,367862
524,14.18,381582
528,11.00,371646
525,9.79,366643
522,11.48,372284
525,12.65,376322
528,10.96,371801
525,9.51,365531
523,13.27,378440
526,12.64,376542
527,9.32,365596
523,10.63,369353
524,12.50,375783
527,11.99,374766
527,9.60,366703
522,10.48,368841
523,12.84,376981
527,10.71,370357
526,9.70,366488
524,11.95,373893
525,12.72,376694
526,11.41,372494
525,9.58,365776
523,11.92,373814
526,12.47,375955
527,10.80,370681
525,10.35,368421
523,11.94,373878
525,11.98,374011
527,10.01,367946
524,9.67,366055
524,12.83,376918
526,12.35,375710
526,10.89,370719
525,10.45,368747
523,12.02,374157
526,12.22,375093
527,11.20,372066
525,10.46,368788
523,12.10,374428
525,12.14,374685
528,9.54,366637
525,9.30,364806
523,13.15,378040
526,12.77,377283
527,10.30,368961
523,10.34,368362
522,13.25,378389
528,12.36,376447
527,9.15,365185
523,11.54,372510
524,13.67,379831
528,10.32,369292
525,8.83,363213
522,11.15,371143
525,13.35,378728
528,10.43,369826
524,9.83,366623
523,11.95,373916
525,12.25,374955
528,10.58,370337
524,10.25,368048
522,13.45,379061
526,13.46,379654
527,8.94,364438
524,10.40,368592
524,12.34,375241
527,12.09,375225
525,9.30,364828
521,11.24,371450
525,13.75,380088
528,9.79,367773
525,8.66,362629
523,13.42,378950
526,12.50,376219
528,10.62,370355
523,9.44,365289
522,13.39,378871
528,12.91,378334
528,8.24,362340
521,11.06,370837
522,14.15,381488
529,11.05,372225
525,8.05,360658
521,10.82,370018
525,15.23,385182
529,9.33,366633
523,8.95,363572
521,14.48,382621
529,12.17,376070
532,7.19,360176
520,9.18,364364
521,17.25,392143
534,12.58,379777
526,3.41,350481
510,15.01,384436
526,21.47,407114
541,4.78,356404
522,2.95,350000
512,12.05,374242
528,17.67,394618
534,3.57,353435
517,3.75,350000
516,21.38,406332
535,11.81,377225
527,3.84,350633
503,22.92,411655
520,30.04,436209
549,21.95,418085
547,22.66,419659
541,30.42,445081
543,41.14,501439
542,45.32,522772
542,53.73,565325
551,60.43,601904
556,61.44,607567
555,66.60,624855
553,69.39,633637
551,73.17,645001
552,75.38,652122
555,78.22,663287
559,79.96,671616
552,82.69,673573
534,91.25,681426
506,89.26,669628
471,89.08,669198
422,89.08,669192
372,89.08,669192
324,89.08,669192
297,60.04,589343
294,88.53,667877
400,82.10,652429
458,76.94,640107
448,85.95,661675
411,89.03,669060
401,89.08,669192
427,88.24,667166
489,81.35,650643
534,84.38,664545
537,83.93,665450
523,90.26,672026
528,86.91,665896
559,86.84,689281
599,86.72,719842
629,84.50,725761
637,86.54,735443
640,89.82,747627
654,87.68,746702
679,87.78,757926
703,72.18,707519
713,76.71,727226
738,80.80,749936
764,82.43,777877
782,83.62,803887
796,85.07,827488
812,86.55,852552
831,87.56,878041
849,88.64,904021
871,90.03,933918
893,91.73,966482
915,93.82,1002872
931,95.88,1034615
951,97.78,1070119
977,99.37,1114297
1006,100.56,1162886
1027,101.68,1200204
1048,103.25,1240491
1072,105.62,1271656
1101,107.27,1296275
1127,108.05,1313396
1150,108.89,1329475
1176,109.39,1344431
1204,109.58,1359020
1230,109.99,1375771
1254,110.08,1389801
1280,109.84,1402888
1309,108.82,1413779
1334,106.46,1386826
1356,103.20,1364845
1377,100.39,1363242
1400,97.18,1359167
1418,93.64,1349187
1441,89.59,1331611
1469,83.90,1300470
1469,57.59,1152297
1503,40.82,1136627
1552,27.57,1099373
1570,17.80,1040409
1563,11.60,971851
1541,7.37,934326
1508,4.43,892746
1459,0.07,832812
1409,0.00,807654
1363,0.00,785746
1322,0.00,769036
1280,0.00,749679
1241,0.00,729759
1203,0.00,710092
1167,0.00,693491
1131,0.00,676695
1094,0.00,654347
1024,0.14,611003
747,2.72,433539
674,16.25,446628
896,30.21,703541
1028,43.11,845628
891,50.15,822991
711,62.10,671383
819,74.11,806454
953,74.22,951965
935,73.36,931332
823,96.93,914898
870,99.23,973450
929,92.04,1015670
896,101.07,1009445
903,109.48,1078496
942,107.00,1115940
929,108.08,1105210
931,120.57,1195514
979,115.62,1227251
978,117.94,1240577
960,127.05,1279368
992,133.28,1356877
1025,130.50,1385899
1027,134.69,1403970
1022,134.66,1398691
1041,134.76,1420929
1069,134.80,1439738
1094,135.74,1450648
1096,133.59,1444921
1092,129.78,1431852
1118,126.45,1421206
1150,123.37,1415266
1141,121.80,1402285
1135,120.91,1394702
1176,119.40,1402816
1202,118.04,1406231
1183,117.51,1394719
1188,117.40,1396510
1237,117.01,1419992
1249,116.78,1425513
1227,116.19,1409628
1243,116.00,1417441
1290,116.16,1444828
1287,115.41,1438455
1269,115.20,1427351
1300,115.02,1443654
1329,114.21,1432345
1320,113.73,1434955
1322,113.52,1432731
1351,112.99,1413118
1365,112.53,1419513
1361,111.79,1412342
1369,111.33,1414741
1388,110.77,1423513
1392,110.01,1421110
1396,109.39,1420276
1412,108.73,1427240
1424,108.03,1430719
1426,107.27,1428094
1439,106.65,1429267
1454,105.95,1430375
1455,104.99,1424872
1466,104.37,1424157
1486,103.61,1424350
1481,102.83,1417771
1484,102.19,1414158
1518,101.85,1436505
1518,100.64,1427066
1504,99.55,1402917
1539,99.46,1443317
1560,98.65,1461667
1533,96.65,1417246
1551,96.13,1433226
1594,95.80,1452842
1576,93.28,1428730
1568,91.58,1413131
1596,73.69,1337140
1585,50.01,1225781
1631,34.38,1170562
1659,22.21,1094680
1662,15.07,1018972
1646,9.83,976003
1614,5.93,944795
1574,0.07,890003
1525,0.00,865914
1469,0.00,837011
1423,0.00,814785
1382,0.00,794919
1342,0.00,776406
1302,0.00,760843
1265,0.00,742096
1229,0.00,723359
1191,0.00,704828
1158,0.00,689215
1124,0.00,672887
1089,0.00,651397
1052,0.00,628073
999,2.07,604601
944,6.98,587088
970,20.28,676305
1053,35.74,828284
994,41.92,827667
944,54.52,855222
1042,64.03,970524
976,66.27,920242
985,73.43,975971
1035,76.17,1047106
956,79.97,989116
1042,84.99,1115411
983,86.90,1061805
996,92.47,1108966
1033,94.97,1169474
984,98.38,1119973
1041,104.17,1236873
1012,106.14,1208310
1028,112.57,1273024
1033,115.88,1302090
1026,121.18,1327359
1051,124.13,1379917
1031,128.31,1380668
1057,130.46,1422050
1050,131.21,1419604
1059,132.88,1430428
1068,133.26,1434399
1057,133.97,1433142
1080,134.10,1441039
1073,134.59,1440400
1080,135.02,1443839
1091,134.84,1446888
1090,134.70,1446274
1098,134.28,1447521
1101,133.88,1447514
1108,133.60,1449217
1114,133.44,1450795
1118,133.24,1451393
1121,133.14,1452133
1133,132.86,1455698
1136,132.60,1455820
1133,132.70,1455063
1149,132.36,1459803
1147,132.24,1458779
1152,132.36,1460616
1163,130.44,1459693
1157,128.01,1445064
1170,122.58,1418781
1167,117.04,1385108
1176,112.68,1363472
1183,108.56,1343174
1174,103.17,1307323
1190,96.85,1271646
1188,90.90,1222111
1190,86.54,1185372
1199,81.79,1146526
1192,78.52,1115896
1205,74.98,1091653
1198,69.16,1038205
1201,65.08,1020083
1210,60.72,1006978
1198,56.52,979256
1214,53.91,982076
1203,51.62,963666
1205,50.31,959754
1220,49.39,967209
1201,49.04,951257
1218,49.28,964785
1211,49.00,958368
1211,49.53,960771
1223,49.72,970307
1205,50.02,958144
1228,50.50,977628
1211,50.88,966478
1215,51.99,974567
1232,52.14,988322
1208,52.40,970779
1230,52.76,989969
1217,52.62,978938
1226,52.94,987232
1233,52.68,991885
1215,52.66,977022
1239,52.78,997429
1226,53.16,988110
1230,54.33,997197
1237,54.99,1006208
1231,55.48,1003320
1245,55.70,1016626
1227,55.78,1001478
1244,56.08,1018519
1243,55.76,1015725
1235,55.90,1009042
1253,55.50,1023603
1237,54.89,1005544
1255,54.66,1020429
1242,53.81,1004699
1248,53.68,1009275
1260,53.09,1015741
1243,52.70,1000097
1260,52.58,1013557
1248,52.16,1001548
1257,52.20,1009111
1254,51.80,1004084
1251,51.84,1002189
1268,51.62,1014181
1247,51.34,996762
1267,51.44,1012260
1257,51.08,1002899
1262,51.18,1007387
1272,50.80,1013007
1255,50.62,998440
1274,50.68,1013388
1262,50.32,1002459
1273,50.22,1009904
1265,39.81,951022
1283,27.38,874084
1312,19.30,850929
1319,12.33,823684
1307,7.63,796591
1284,4.35,770911
1258,2.57,749878
1224,0.02,721230
1187,0.00,702621
1153,0.00,686858
1118,0.00,669457
1083,0.00,647508
1048,0.00,625083
1017,0.00,605733
984,0.00,585208
955,0.00,564686
925,0.00,543088
895,0.00,521760
865,0.00,500150
835,0.00,478295
808,0.00,459146
780,0.00,439243
753,0.00,419623
729,0.00,411317
700,0.00,402622
676,0.00,395158
654,1.31,393193
647,18.16,443194
667,16.53,444707
669,6.82,418319
662,10.48,424837
668,14.28,437665
674,10.43,429808
671,9.09,424852
670,11.94,432228
674,11.13,431798
674,10.15,428935
673,10.58,429740
673,11.28,431883
675,10.31,430146
674,10.66,430434
675,10.78,431064
675,10.60,430603
675,10.66,430914
675,10.68,430968
675,10.20,429567
674,10.48,429804
674,10.56,430172
674,10.68,430327
674,10.56,430016
673,10.68,430008
673,10.68,430167
672,10.80,430163
672,10.74,430007
672,10.74,430006
673,10.68,430326
674,10.74,430484
672,10.68,429851
673,10.74,430164
673,10.74,430165
672,10.80,430163
672,10.74,430006
673,10.74,430165
673,10.74,430165
672,10.80,430163
672,10.74,430006
673,10.74,430483
674,10.56,430017
673,10.74,430165
673,10.72,430113
673,10.68,430009
673,10.76,430217
675,12.35,435316
675,9.93,429175
674,10.72,430586
675,11.62,433244
675,11.02,432010
675,10.42,430300
675,10.80,431117
675,10.96,431846
675,10.56,430661
674,10.74,430645
674,10.82,430853
674,10.86,430799
674,10.98,431111
673,10.96,430902
674,10.88,431010
674,10.86,430800
673,11.06,431162
672,11.06,430689
672,11.14,431055
673,10.98,430954
673,11.06,431162
672,11.02,430743
673,12.20,434136
676,10.93,432212
676,10.04,429622
674,10.86,430953
674,10.98,431112
674,10.98,431271
673,11.14,431372
673,11.00,430849
673,11.06,431162
673,11.06,431163
673,11.16,431582
674,11.00,431166
674,11.00,431323
674,11.00,431165
674,11.06,431321
674,10.96,431061
674,11.00,431323
674,11.00,431482
674,11.00,431482
674,10.96,431062
674,11.00,431323
673,11.00,431007
673,11.18,431476
673,11.02,430901
673,11.16,431266
673,11.18,431319
672,11.24,431319
672,11.18,431004
671,11.32,431056
671,11.38,431214
671,11.52,431269
670,11.52,430957
670,11.44,431058
670,11.52,431112
670,11.42,430848
670,11.52,430956
670,11.52,431269
670,11.52,430956
670,11.46,430954
670,11.44,431058
671,11.38,430900
670,11.58,431114
668,11.54,430383
668,11.82,430816
669,11.84,431336
668,11.84,431182
669,11.70,430965
668,11.70,430809
669,11.70,431120
669,11.70,431276
670,11.52,430957
669,11.58,430958
670,11.52,431112
670,11.48,430850
669,11.42,430534
669,11.58,430645
669,11.76,431124
669,11.70,431121
669,11.58,430645
668,11.70,430808
668,11.76,430968
668,11.90,431186
668,11.80,430763
668,11.88,430977
667,11.90,430720
665,12.12,430691
665,12.22,430652
666,12.24,431322
666,12.10,431101
667,12.02,431041
666,11.90,430565
668,11.88,431132
668,11.88,431133
668,11.70,430808
668,11.74,430603
668,11.80,431075
668,11.86,431235
668,11.66,430702
668,11.72,430549
669,11.80,431230
668,11.80,430919
668,11.72,430706
668,11.80,430763
667,11.86,430924
667,11.98,430934
666,11.92,430463
665,11.98,430314
666,12.20,431062
674,16.12,445968
680,8.60,427613
672,11.60,432266
673,13.74,438180
677,12.08,435359
675,10.84,431538
674,12.30,434718
675,11.84,433828
674,11.98,433882
673,12.08,433679
674,11.94,433933
675,11.80,433880
675,11.82,434083
675,11.34,432527
674,11.82,433309
674,11.90,433518
674,11.98,433882
673,11.90,433207
674,11.96,433675
674,11.88,433622
674,11.88,433777
674,11.74,433256
674,11.76,433308
674,11.86,433569
673,11.92,433415
672,11.94,433157
673,12.02,433522
673,12.02,433522
672,12.08,433524
672,12.04,433110
672,12.08,433215
672,12.08,433524
672,12.08,433524
672,11.90,433052
673,11.98,433572
673,11.90,433518
673,12.00,433469
672,12.00,433314
673,11.88,433310
673,11.88,433311
672,12.06,433471
672,11.98,433262
673,11.98,433423
673,13.08,436302
676,12.82,436820
675,10.82,431339
673,12.62,435250
675,12.74,436321
675,12.14,434764
672,12.56,434794
674,13.72,438570
676,12.76,436815
676,11.20,432631
674,12.36,434879
677,12.62,436601
676,11.00,432419
674,12.50,435240
676,12.18,435164
676,11.08,432471
674,12.04,434199
674,12.88,436381
675,12.20,434916
675,11.52,433309
675,12.40,435288
675,12.52,435894
675,11.42,433047
675,11.94,434091
675,12.22,434970
675,11.92,434341
675,11.74,433571
675,12.14,434763
675,12.04,434507
675,12.44,435538
675,11.58,433460
675,11.66,433366
675,12.30,435180
675,12.30,435176
675,11.80,433879
675,11.66,433672
675,12.30,435029
675,12.62,436003
675,11.36,432895
675,12.24,434870
676,11.98,434795
675,11.40,432997
674,12.18,434408
676,12.18,435160
675,11.45,432959
674,13.00,436537
676,11.86,434332
675,11.41,432699
674,12.80,436174
676,12.31,435667
675,11.07,431815
674,12.75,436061
676,11.48,433655
675,11.68,433418
674,12.26,434764
676,11.66,433821
674,12.00,434097
675,12.49,435834
675,11.24,432434
675,12.12,434711
675,11.96,434449
675,12.18,434862
675,11.72,433674
675,11.98,434198
675,12.26,435220
676,11.66,433818
674,11.76,433473
675,12.44,435383
675,11.72,433828
675,12.18,434712
674,12.08,434302
675,12.32,435077
675,12.10,434818
674,12.88,436229
676,12.33,435571
676,11.03,432474
674,12.10,434198
675,12.08,434451
669,4.47,411105
647,2.02,393158
627,8.29,403300
624,9.75,406460
615,4.65,386496
600,7.03,386757
594,11.65,399704
591,9.15,390158
582,8.25,383868
574,10.21,387373
572,11.79,391676
569,10.12,384838
562,9.67,380827
559,11.52,385624
558,11.11,383802
555,9.80,378174
549,10.49,378442
547,11.68,381624
547,11.30,380328
543,11.38,379006
542,12.06,380862
542,11.27,378319
539,9.91,372342
537,11.32,376443
538,11.35,376841
537,10.15,372264
534,11.00,374028
534,11.27,375106
534,10.36,371825
531,10.53,371517
532,11.52,375061
532,11.10,373755
529,10.57,370772
