Speed,q,p
733,32.48,540161
695,40.73,564345
716,56.25,646334
707,60.51,664003
701,67.84,690756
718,81.96,748273
708,81.13,741776
717,84.22,757661
716,84.03,756530
715,88.54,774814
728,87.37,774883
718,90.37,783961
732,92.82,804111
722,93.64,803747
736,98.21,838702
737,96.70,829992
735,101.57,854696
740,102.48,862926
737,105.59,873099
753,106.71,890812
747,106.96,886303
751,110.83,907048
756,111.12,913758
758,113.34,929319
765,114.11,941643
759,117.39,951742
771,119.55,979094
773,120.17,985788
779,122.28,1005709
773,123.43,1004301
780,120.93,998957
789,112.85,964022
788,107.23,932523
787,101.27,902527
792,96.90,882848
804,92.25,869249
798,88.47,843782
797,85.18,829306
805,81.13,821499
811,78.64,818134
808,76.74,805695
805,76.61,802350
817,78.43,824583
821,81.32,842138
813,83.58,841521
816,85.74,854000
826,86.90,870434
830,87.41,876626
823,88.13,871925
827,88.58,878036
838,88.55,889962
836,88.60,888169
833,89.00,886564
839,89.15,894445
847,89.37,904405
845,89.90,904208
842,90.45,902693
850,90.65,913085
856,90.52,919583
853,90.55,916190
854,90.66,917862
866,90.34,929518
861,90.17,923711
863,90.28,926049
872,90.02,934847
869,89.83,931538
874,89.93,936854
876,90.54,941723
881,93.50,959915
886,98.48,986008
884,103.11,1011634
897,107.10,1054045
894,111.05,1078859
897,114.13,1104786
908,115.98,1132692
908,117.57,1143524
912,118.85,1158524
916,119.76,1169904
926,120.41,1187681
925,120.86,1190357
929,121.08,1196430
940,121.11,1211717
938,121.18,1209385
941,121.26,1214275
948,121.25,1223371
950,121.09,1224820
952,119.91,1219703
955,116.70,1201662
960,113.81,1187808
962,112.14,1178797
968,111.01,1180028
972,109.54,1175051
970,108.95,1168850
979,108.35,1177225
984,107.35,1177578
979,105.69,1158781
992,104.58,1170525
994,103.07,1162592
990,102.64,1154201
1001,101.98,1164637
1002,101.57,1163848
999,101.35,1158757
1006,101.06,1166640
1012,100.77,1172696
1011,100.61,1170339
1015,100.41,1175517
1022,100.04,1182069
1020,99.92,1178456
1025,99.76,1184726
1030,99.55,1191520
1030,99.49,1190356
1035,99.41,1197674
1038,99.29,1201766
1039,99.32,1202161
1046,99.31,1213389
1046,99.57,1214295
1049,101.20,1228447
1058,104.69,1258831
1057,109.84,1291464
1062,116.15,1334236
1069,121.45,1371033
1070,124.81,1392644
1075,128.80,1419614
1082,130.90,1432333
1084,132.51,1437770
1089,133.50,1442446
1092,134.00,1444817
1093,134.73,1447394
1101,135.22,1451353
1102,135.54,1452614
1107,135.83,1455097
1115,135.94,1457845
1114,136.27,1458450
1122,136.43,1461392
1125,136.51,1462757
1128,136.75,1464327
1139,136.74,1467692
1140,136.88,1468488
1146,136.97,1470772
1154,136.93,1472988
1156,137.06,1473929
1162,137.07,1476076
1167,137.06,1477468
1171,137.17,1479278
1178,137.15,1481448
1180,137.21,1482127
1185,137.27,1483820
1192,137.23,1486082
1196,137.26,1487212
1204,137.31,1492208
1205,137.51,1492944
1207,137.53,1495388
1219,137.83,1506316
1215,137.84,1502938
1226,138.14,1512956
1229,138.21,1515683
1230,138.22,1516862
1239,138.34,1524528
1239,138.23,1523963
1253,138.47,1536538
1250,138.59,1534508
1253,138.52,1536889
1260,138.79,1543694
1263,138.78,1546344
1271,132.57,1534002
1280,96.71,1329683
1397,64.72,1139215
1508,44.89,1149437
1571,30.62,1127691
1596,19.94,1076608
1596,13.20,989225
1577,7.48,951112
1539,0.00,873469
1490,0.00,847209
1445,0.00,825546
1403,0.00,805016
1359,0.00,783685
1319,0.00,768010
1281,0.00,750278
1243,0.00,730944
1205,0.00,711556
1169,0.00,694149
1133,0.00,677670
1097,0.00,656299
1054,0.06,629544
981,0.82,586768
884,5.59,541879
886,19.26,608768
946,30.74,747397
916,46.64,817734
904,56.95,847270
924,55.97,852102
894,59.94,845105
924,60.11,860764
892,63.59,855315
917,64.55,877016
905,68.60,885240
915,69.26,895069
909,73.13,908577
914,74.15,918074
913,77.68,933948
912,79.39,941014
917,82.41,959849
913,84.49,963133
918,87.40,982261
909,89.57,978048
923,92.35,1008230
913,94.42,1002887
923,97.85,1030589
918,100.21,1033841
926,103.36,1067701
921,106.55,1082592
927,109.08,1109434
925,111.88,1125858
935,113.85,1153506
929,116.75,1166887
935,118.49,1186823
934,121.22,1204281
938,123.94,1229190
939,126.52,1248797
939,129.18,1267147
946,131.67,1291273
943,133.47,1299119
949,133.48,1306120
945,129.97,1279680
951,123.65,1243839
950,119.67,1215777
954,115.28,1189705
956,112.22,1171645
957,110.47,1161013
959,109.02,1153316
959,107.54,1143106
962,105.67,1134239
962,104.39,1126478
964,103.56,1122510
966,102.42,1118488
967,102.08,1117084
971,101.85,1120912
970,102.24,1122302
976,103.82,1142029
974,106.45,1156426
978,109.49,1183722
976,112.24,1199627
980,113.92,1215712
979,115.15,1223965
980,116.28,1232386
983,116.85,1241081
984,117.28,1244513
988,117.17,1249280
987,116.49,1242921
992,115.45,1242808
992,113.79,1231757
995,111.63,1221435
995,109.97,1210404
996,108.49,1202078
1000,106.63,1194907
1000,105.40,1186491
1003,103.46,1178047
1002,102.10,1167725
1007,100.28,1162848
1005,99.14,1153345
1009,98.00,1153651
1008,97.17,1147520
1012,96.27,1148861
1011,95.57,1142699
1012,94.94,1141858
1015,94.33,1141928
1015,93.83,1138856
1017,93.27,1138866
1017,92.56,1134559
1022,91.96,1137551
1017,91.56,1129558
1022,91.26,1134086
1019,91.03,1129508
1026,90.29,1133590
1021,87.47,1108666
1025,84.17,1090425
1024,78.81,1053167
1027,75.61,1034902
1024,72.23,1008698
1025,69.28,989862
1028,67.33,979067
1028,65.69,967557
1030,64.50,961597
1023,62.39,940772
1033,61.09,940816
1026,59.05,921522
1033,56.78,913515
1022,53.27,886392
1030,47.22,861309
1027,43.01,844955
1030,38.03,827232
1027,35.04,813305
1024,30.16,791948
1026,27.44,771090
1021,24.95,748210
1026,23.15,736388
1019,21.85,720937
1027,20.95,719180
1015,19.89,702555
1022,17.48,688044
1017,15.70,670967
1009,13.74,654358
1006,13.16,649988
1007,12.35,648501
1016,11.74,653180
1018,10.62,650405
1013,9.93,644208
1007,9.19,637876
1009,9.08,638927
1008,8.89,637454
1006,8.81,635870
1008,8.75,636741
1004,8.72,633659
1003,8.96,634093
1007,9.17,637528
1003,9.44,635543
998,10.62,636078
1000,14.34,649632
1014,20.81,709496
1020,26.56,760514
973,31.69,772683
1001,35.82,805054
1019,41.69,837066
981,45.46,836989
1011,49.04,861692
982,51.16,859194
1010,52.93,878568
985,54.27,870509
1005,55.17,885821
988,56.38,879167
1004,57.54,895622
991,58.92,890333
1002,59.71,903194
989,60.63,896798
1005,61.80,919324
993,62.65,912961
1005,63.88,933558
994,64.54,926362
1004,65.12,940319
996,65.44,934825
1004,65.75,944433
999,65.91,941032
1002,66.06,944962
1001,66.33,945599
1000,67.05,949388
1005,69.05,967286
999,70.67,972216
1007,72.75,994154
1001,73.76,994403
1008,74.67,1008775
1001,75.15,1004106
1008,75.50,1014097
1002,75.70,1009097
1007,75.87,1015289
1007,75.94,1015904
1006,75.85,1014513
1010,75.26,1014001
1006,73.42,997848
1014,70.64,987102
1007,68.39,965552
1012,66.18,955729
1006,64.22,935898
1013,61.53,924852
1007,60.06,909085
1010,57.81,901433
1009,55.97,892510
1011,53.70,882567
1010,52.05,874658
1007,48.15,856620
1014,44.77,846355
1004,39.30,821266
1014,33.91,802663
1000,26.12,746031
1012,20.58,706027
993,14.43,644125
988,9.80,626422
989,6.20,615608
1012,3.47,619664
999,2.71,607212
987,1.76,595557
1005,1.02,603381
986,0.33,588064
996,0.00,592538
992,0.00,590356
988,0.00,587465
991,0.00,589447
985,0.00,585563
992,0.00,590381
979,0.00,581848
990,0.00,588734
976,0.00,579775
990,0.00,589062
973,0.00,578169
976,0.00,580286
972,0.00,577526
971,0.00,576683
969,0.12,575703
958,1.87,576460
979,9.05,617891
979,18.03,662073
982,25.26,728320
946,31.15,749611
967,35.22,784965
981,38.39,807445
949,41.76,805964
980,44.08,830615
945,46.05,825271
978,49.19,851177
944,52.04,849654
978,54.08,865898
948,56.31,860578
976,59.38,877875
948,61.84,878918
973,62.94,897058
955,63.20,889657
969,63.57,898882
958,63.64,893635
967,63.75,898855
961,63.79,895979
964,63.82,897803
961,63.82,896627
965,63.82,898647
964,63.82,897909
967,63.80,899543
960,63.83,895774
969,64.10,902263
963,64.82,903189
968,65.75,911987
960,66.55,911952
968,67.36,921892
966,67.72,922687
966,67.96,924244
967,68.30,926938
965,68.61,927364
971,68.73,932483
964,68.78,927964
970,68.88,932786
967,68.91,930550
971,68.92,933580
967,68.82,929977
968,68.83,930838
972,68.80,933352
969,68.77,931075
973,68.70,933454
968,68.62,929612
974,68.60,933717
971,68.50,930620
973,68.47,931911
973,68.42,932124
972,68.39,931131
974,68.32,931829
970,68.23,928788
975,68.10,930976
971,68.03,928292
976,67.98,931107
972,67.88,927478
975,67.89,929598
975,67.83,929512
976,67.79,929820
976,67.74,929369
972,67.75,926681
978,67.76,932452
973,67.71,927365
975,67.73,928849
971,67.72,925881
974,67.78,928246
979,67.81,933347
973,67.93,928841
980,67.98,935278
970,68.00,927002
978,68.11,934502
969,68.17,927638
978,68.30,935820
974,68.32,931764
975,68.37,933008
973,68.34,931488
972,68.34,930572
976,68.30,933909
972,68.24,929695
977,68.21,933944
970,68.10,927916
978,68.05,933472
974,67.94,929173
977,67.90,931775
975,67.80,929032
973,67.73,927482
978,67.66,930948
973,67.56,926308
978,67.46,929756
970,67.37,923469
977,67.10,926428
972,65.90,915038
974,64.44,906823
971,63.13,897345
969,62.10,889724
975,61.40,888332
969,60.92,882575
975,60.56,882893
966,60.63,879620
974,61.20,886242
970,62.29,891578
970,63.78,900917
969,64.71,905918
969,65.46,910959
974,66.03,917309
968,66.34,915323
974,66.52,920125
970,66.62,918662
974,66.70,921193
972,66.66,920271
975,66.58,921265
977,66.48,922617
971,66.41,917808
978,66.36,922569
973,66.30,918317
978,66.23,922335
971,65.99,915318
977,65.69,917544
974,65.36,913152
976,65.05,912921
976,64.81,910531
975,64.71,909399
981,64.75,915472
974,64.83,909257
979,64.94,915162
973,64.98,910186
981,65.05,917871
977,65.02,913007
975,65.08,912059
977,65.08,914056
975,65.10,911931
981,65.10,917986
975,65.09,911688
981,65.11,917556
976,65.09,912907
980,65.11,917285
978,65.07,914517
977,65.10,913706
980,65.09,916202
978,65.16,915123
982,65.38,920644
976,65.89,918051
983,67.07,932169
978,67.85,932811
982,68.68,941747
979,69.37,943505
981,69.80,948332
982,70.09,951147
978,70.35,949219
984,70.50,955356
979,70.62,951509
986,70.72,959050
980,70.69,952567
987,70.63,959373
983,70.49,954452
985,70.44,956431
984,70.34,954889
984,70.24,954247
987,70.04,956405
983,69.89,950422
990,69.79,957321
983,69.43,948152
991,69.14,954044
984,68.81,945154
990,68.44,948066
987,68.05,942617
988,67.73,941407
988,67.26,938401
985,66.52,931382
988,65.36,926577
983,64.44,915527
989,63.62,916106
985,62.92,907678
988,62.57,908168
986,62.18,903803
991,62.19,908287
990,62.26,908176
988,62.35,906222
990,62.43,909004
986,62.58,906212
994,62.76,914798
986,63.05,909490
992,63.74,919480
986,64.53,919093
993,65.60,932879
990,66.34,934667
989,67.13,939238
992,67.86,946597
989,68.47,947745
993,69.05,955258
987,69.38,951140
994,69.66,960942
991,69.85,958506
994,70.01,962789
989,70.14,958433
995,70.24,965331
995,70.23,965214
993,70.26,963390
995,70.24,964998
991,70.22,961527
998,70.11,967987
993,69.98,961513
997,69.91,965576
994,69.88,961516
998,69.86,966018
995,69.80,962499
997,69.77,964487
996,69.76,963406
998,69.84,965959
1001,69.82,968432
995,69.86,962446
1001,69.94,969048
995,69.96,963021
1003,70.05,972390
996,70.14,965615
1001,70.33,972414
995,70.41,966756
1000,70.52,972217
998,70.56,971002
997,70.66,970652
1000,70.77,974157
996,70.96,970637
1003,71.36,981435
996,71.71,976390
1003,72.15,986191
997,72.40,981441
1003,72.64,989901
999,72.72,985809
1000,72.84,987904
1001,72.93,988828
1002,72.95,990042
1004,72.80,991910
1000,72.32,984479
1005,70.75,979309
1001,68.95,963039
1006,66.77,953668
999,65.03,935129
1004,63.37,928587
1001,61.54,913534
1002,60.56,908388
1002,59.46,902041
999,59.22,898639
1007,59.43,906478
1000,60.68,906845
1005,62.19,921788
998,63.09,921217
1005,63.84,933166
997,64.41,928960
1006,64.82,940477
1001,65.08,937349
1005,65.23,942071
1003,65.28,940576
1003,65.27,940615
1004,65.12,940299
1001,65.02,936488
1004,64.95,939622
1001,64.90,935838
1008,64.82,941924
1002,64.77,935747
1008,64.80,942027
1004,64.81,937924
1006,64.93,941101
1003,65.00,938514
1005,65.04,941159
1006,64.95,941133
1004,64.90,939245
1007,64.87,941581
1005,64.84,939941
1010,64.80,944058
1004,64.75,937523
1007,64.78,941085
1003,64.76,937311
1008,64.74,942116
1003,64.64,936146
1006,64.28,937135
1006,63.36,930198
1005,62.68,925106
1006,62.01,921225
1003,61.54,916037
1007,61.07,916546
1002,60.46,907169
1007,58.83,904157
1002,57.19,892444
1007,54.85,885633
1001,53.30,875774
1006,52.06,872684
1001,50.90,865709
1003,48.50,856778
1002,44.89,842312
1000,41.74,829171
1004,39.28,821114
997,37.92,812224
1003,36.43,808429
996,35.68,801831
1003,34.82,801538
994,34.18,794692
1001,33.77,795923
995,33.45,791871
998,33.19,792090
994,32.61,787758
992,32.28,785206
994,32.05,785387
990,32.22,784217
995,32.99,789707
986,34.51,792505
992,36.09,801834
988,38.77,811876
993,42.09,827751
989,45.45,839631
989,48.46,851999
989,50.18,858699
987,52.59,865933
988,53.87,871004
985,54.89,872560
989,55.77,878062
984,56.28,876297
990,56.74,881601
986,56.97,879460
987,57.22,880812
985,57.39,880150
987,57.51,881952
989,57.56,883625
984,57.63,880106
989,57.69,884670
985,57.73,880880
989,57.76,884725
983,57.75,879871
988,57.79,883767
984,57.78,880956
986,57.84,882408
985,57.82,881338
984,57.84,880860
986,57.84,882665
984,57.87,880525
988,57.99,884230
983,58.54,881876
987,59.98,890020
982,63.42,908219
987,67.07,936123
986,70.49,958169
986,73.64,978138
986,75.54,990979
986,77.06,1000263
989,78.32,1012540
988,79.22,1016632
991,80.55,1028515
987,81.35,1030268
990,81.99,1037221
989,82.47,1039809
990,82.75,1042519
992,83.04,1045985
990,83.20,1045597
994,83.30,1050792
991,83.38,1047910
998,83.35,1055001
994,83.11,1049325
997,82.58,1049463
994,81.48,1038150
998,80.74,1037662
997,80.09,1033042
999,79.58,1031314
1000,79.05,1028386
999,77.97,1020314
1003,76.79,1017528
1000,74.23,996836
1003,71.40,981688
1000,68.33,957315
1006,66.38,950606
999,64.76,933215
1001,63.30,925294
1002,62.28,919245
1005,61.48,917229
1005,60.98,914248
1001,60.46,906448
1003,60.24,906956
1001,59.99,903368
1005,59.82,906880
1001,59.67,902174
1005,59.60,905290
1001,59.54,901163
1005,59.52,905155
1004,59.44,904246
1002,59.43,902258
1003,59.40,902880
1004,59.41,903814
1007,59.36,906205
1000,59.34,899888
1004,59.37,903786
1002,59.40,901816
1008,59.38,907460
1001,59.37,901122
1004,59.40,903515
1003,59.38,902545
1005,59.38,904956
1004,59.32,903063
1002,59.34,901734
1005,59.31,903883
1003,59.28,902131
1006,59.30,905186
1003,59.32,902473
1007,59.29,905659
1002,59.26,901462
1008,59.27,907035
1004,59.17,902383
1007,58.82,904219
1004,58.12,898515
1007,57.59,898282
1009,56.86,896057
1007,56.12,891444
1008,55.47,889424
1005,54.69,883773
1010,54.01,883581
1005,53.18,877235
1009,52.17,874556
1004,50.39,864585
1009,49.30,861918
1006,47.89,855357
1008,47.12,853220
1006,45.92,847716
1006,44.96,844023
1007,43.72,839731
1003,42.61,833970
1005,41.27,829579
1001,40.13,823290
1008,39.26,822956
1001,38.40,815853
1007,38.00,816778
999,37.58,811634
1006,37.44,814133
1000,37.18,810565
1002,37.10,811068
1000,37.00,809405
1000,36.98,809429
1001,36.95,809735
998,36.92,808260
1002,36.90,809885
996,36.86,807269
1001,36.89,809402
994,36.71,805775
999,36.64,807753
995,36.50,805061
998,36.47,806570
996,36.42,805122
994,36.40,804352
996,36.42,805286
993,36.40,803984
996,36.36,804780
990,36.06,800916
995,35.67,801618
990,34.88,795796
992,33.52,790746
989,29.84,772453
992,21.94,704914
987,15.48,645929
977,10.37,619672
970,6.04,602316
986,3.64,603312
999,2.63,606862
975,1.57,587010
973,0.00,577688
989,0.22,589331
972,1.35,583606
987,3.67,604303
978,9.38,617850
977,15.37,636930
993,21.31,700415
996,27.50,755423
955,31.94,760051
981,36.18,797623
976,39.44,809809
972,41.62,816765
987,43.34,830409
963,44.67,826163
983,45.60,838229
958,46.20,831045
982,46.86,843106
962,47.17,837113
981,47.48,845228
963,47.67,839793
979,47.85,845858
968,47.85,842437
974,48.00,844807
970,48.07,843883
974,48.11,845219
971,48.14,844653
969,48.17,843882
972,48.26,845319
972,48.31,845493
972,48.44,846214
968,48.49,845194
972,48.63,846956
973,48.70,847683
972,48.86,848044
973,48.95,848504
969,49.06,847902
975,49.11,849959
970,49.11,848272
972,49.19,849391
972,49.18,849152
972,49.24,849592
973,49.24,849923
970,49.32,849312
975,49.40,850997
971,49.48,850374
973,49.56,851154
973,49.57,851135
975,49.62,851949
974,49.60,851572
972,49.67,851305
971,49.94,852341
971,50.19,853081
977,50.35,855352
969,50.61,853367
973,50.83,855104
969,50.97,854485
974,51.16,856374
971,51.26,855581
971,51.44,856121
974,51.53,857091
971,51.64,856508
972,51.73,857030
969,51.87,856622
973,52.09,858315
971,52.27,858092
971,52.51,858851
974,52.87,860621
971,53.39,860873
973,53.87,862864
967,54.28,862061
974,54.51,864863
969,54.66,863475
975,54.88,865925
969,54.93,864185
972,55.03,865317
972,55.07,865512
973,55.11,865817
974,55.14,866287
972,55.12,865611
978,55.10,868501
972,55.03,865499
975,54.88,865966
972,54.33,863686
977,53.53,863745
974,52.70,860141
973,51.83,857689
974,50.90,855490
972,50.15,853179
974,49.50,851189
971,48.92,847741
974,48.22,845668
973,47.33,841763
972,46.68,838703
975,46.11,837231
972,45.66,834107
978,45.38,835252
972,45.11,831722
977,44.96,833339
971,44.80,830074
977,44.77,832411
971,44.65,829651
976,44.69,831921
975,44.65,831036
974,44.66,831073
974,44.60,830690
972,44.58,829674
977,44.57,831695
972,44.53,829243
977,44.57,831482
972,44.53,829335
974,44.58,830419
974,44.56,830565
973,44.54,829794
974,44.54,830522
973,44.54,829778
977,44.54,831653
972,44.50,829121
975,44.57,830705
972,44.53,829375
973,44.56,829960
973,44.57,829921
971,44.62,829429
974,44.64,830808
970,44.63,828801
973,44.66,830301
969,44.67,828686
974,44.71,830927
969,44.68,828956
972,44.74,830130
973,44.73,830599
970,44.67,828993
972,44.61,829765
969,44.56,828482
974,44.55,830271
968,44.51,827807
970,44.54,828694
969,44.54,828204
970,44.54,828442
970,44.49,828628
968,44.54,827698
972,44.56,829564
969,44.56,828396
973,44.53,829828
968,44.50,827622
973,44.53,829698
970,44.47,828198
968,44.58,827924
970,44.66,829279
969,44.75,829143
973,44.90,831566
964,45.17,829049
972,45.45,833486
968,45.64,832574
973,45.87,835523
969,45.95,834230
968,46.09,834571
971,46.39,837085
967,46.97,838055
970,47.73,842548
966,48.31,843787
971,48.84,847426
966,49.10,847065
969,49.35,849072
968,49.51,849491
968,49.65,850250
970,49.71,850978
966,49.82,850399
972,49.87,852096
968,49.85,850947
969,49.90,851525
967,49.90,850945
969,49.98,851769
971,49.98,852559
967,50.07,851630
971,50.13,852891
967,50.20,851916
971,50.26,853081
967,50.28,852006
972,50.35,853666
968,50.32,852566
969,50.39,853002
970,50.36,853225
968,50.38,852561
973,50.36,854042
966,50.37,852138
971,50.40,853628
967,50.39,852444
972,50.49,853940
967,50.78,853373
969,51.18,854986
971,51.35,855817
968,51.50,855358
972,51.67,856974
969,51.74,856253
972,51.80,857245
969,51.80,856393
970,51.87,856965
971,51.84,857220
970,51.86,856934
973,51.86,857833
970,51.86,856966
975,51.85,858226
970,51.81,856816
975,51.83,858373
973,51.78,857464
974,51.79,857811
973,51.75,857464
972,51.78,857174
977,51.72,858753
972,51.72,857059
976,51.82,858638
971,51.95,857345
977,52.26,860308
972,52.92,860089
974,53.94,863369
974,54.72,865360
975,55.72,868012
975,56.54,870155
972,57.09,870502
977,57.58,874081
973,58.10,873594
975,58.53,875225
974,58.87,875704
976,59.23,878274
976,59.38,878341
973,59.55,877146
977,59.68,879959
975,59.77,878668
981,59.92,884180
975,60.12,879567
979,60.30,884775
977,60.59,884676
975,60.97,885664
978,61.17,888967
976,61.31,888816
981,61.43,893896
976,61.48,889842
982,61.54,895294
976,61.56,890126
984,61.60,898159
981,61.55,894415
982,61.57,896214
979,61.53,893038
983,61.57,896999
984,61.52,896875
980,61.51,893441
982,61.53,895662
981,61.50,894163
984,61.51,897569
982,61.47,894724
983,61.51,896445
985,61.46,898327
982,61.47,895460
985,61.44,898004
981,61.46,894430
988,61.44,901044
983,61.38,895623
987,61.37,899667
983,61.34,895187
989,61.34,900753
986,61.27,897682
987,61.29,898700
988,61.26,899212
988,61.25,899186
990,61.22,901297
983,61.23,894760
992,61.23,902892
987,61.13,897426
992,61.07,901632
986,61.03,895708
991,61.07,900879
990,61.00,899318
991,60.87,899328
992,60.60,899150
989,60.22,893467
994,59.76,896121
988,59.47,889920
994,59.17,893989
988,58.96,888030
993,58.85,892158
992,58.68,889968
994,58.67,891719
994,58.58,891460
992,58.56,889788
996,58.40,892950
991,58.18,887804
998,57.84,891824
990,57.52,884727
998,57.32,889659
994,57.11,885843
998,57.04,888691
995,56.92,886306
995,56.92,886180
999,56.83,888659
994,56.70,884908
999,56.54,887372
994,56.45,884046
1000,56.31,887753
992,55.95,880734
1000,55.15,882925
996,54.46,877349
1000,53.73,876650
998,53.27,873730
999,52.86,872630
1000,52.52,871858
997,52.33,869817
1002,52.10,871361
997,51.95,868157
1004,51.81,870746
996,51.58,866466
1003,51.31,868016
999,50.98,865081
1003,50.55,865069
998,50.02,861111
1000,49.73,860602
1003,49.38,860086
1000,49.19,858453
1002,49.00,858479
997,48.92,856438
1005,48.84,858733
999,48.78,856343
1002,48.77,857563
996,48.87,855991
1004,49.04,859181
999,49.10,857771
998,49.33,858491
997,49.47,858513
1000,49.60,859979
1002,49.67,861153
996,49.75,859402
1002,49.87,861783
996,50.00,860446
1004,50.17,863513
996,50.32,861507
1001,50.59,864551
998,50.79,864294
1002,50.99,866571
1000,51.12,866228
1002,51.24,867415
1003,51.23,867780
1001,51.28,867106
1004,51.29,868410
998,51.33,866410
1005,51.36,869231
998,51.32,866313
1004,51.39,868801
998,51.37,866616
1004,51.35,868834
999,51.18,866165
1001,50.42,863708
1000,45.15,842507
997,34.13,795907
1006,24.54,736151
1029,16.04,682408
1037,10.21,662531
1029,6.60,643887
1012,3.74,620751
989,2.26,599126
962,0.00,569988
932,0.00,548588
902,0.00,526867
871,0.00,504537
840,0.00,482332
813,0.00,462467
784,0.00,442020
756,0.00,421758
729,0.00,411355
706,0.00,404207
681,0.37,398514
658,4.46,406036
649,14.86,431959
663,15.20,438414
671,7.26,420207
665,8.97,421986
666,12.19,431192
672,11.77,432378
672,9.04,425410
670,10.16,427522
672,11.29,431433
674,9.51,427608
673,9.95,428304
674,10.62,430198
674,10.33,429640
675,10.00,429008
674,9.80,428215
673,10.02,428240
672,10.05,428113
672,10.14,428168
672,10.14,428352
672,10.19,428240
671,10.18,428108
671,10.26,428011
671,10.28,428235
671,10.33,428162
671,10.31,428167
670,10.36,428078
670,10.37,428201
670,10.41,428212
670,10.39,428206
670,10.41,428039
670,10.41,428051
669,10.53,428078
669,10.42,427929
669,10.44,427641
669,10.55,428014
668,10.67,428156
668,10.61,427808
669,10.68,428241
669,10.60,428084
669,10.61,428224
669,10.58,428118
669,10.60,428035
669,10.63,428108
669,10.69,428282
669,10.60,428035
669,10.63,428072
668,10.75,428280
668,10.85,428459
668,10.80,428077
668,10.76,428060
668,10.68,428081
668,10.64,427912
668,10.80,428158
668,10.85,428495
668,10.80,428273
668,10.78,428282
668,10.78,428109
668,10.80,428367
668,10.84,428360
668,10.78,428159
668,10.77,428072
668,10.76,428220
668,10.85,428290
668,10.74,428163
668,10.74,427973
668,10.85,428315
667,10.94,428309
667,10.89,428144
667,10.92,428133
667,10.87,428164
667,10.91,428337
667,10.86,428090
667,10.86,428090
667,10.89,428140
667,10.99,428245
666,10.97,428028
666,11.00,427989
666,11.01,428099
667,11.04,428332
666,10.97,427943
666,11.00,428111
666,11.00,427989
666,11.01,427953
665,11.05,427869
666,11.04,428051
666,11.12,428198
666,11.01,427989
666,11.05,427954
665,11.04,427869
665,11.18,427998
665,11.21,428049
665,11.29,428168
665,11.19,428072
665,11.23,428244
665,11.18,428035
665,11.17,428168
666,11.10,428144
666,11.00,427875
665,11.08,427773
665,11.16,428066
665,11.17,427982
665,11.22,428021
664,11.22,427823
665,11.28,428123
665,11.28,428115
664,11.21,427874
664,11.16,427701
665,11.19,427946
664,11.26,427963
665,11.21,428000
664,11.29,428006
664,11.26,428028
664,11.32,428089
664,11.27,428005
664,11.35,427974
664,11.31,427924
664,11.36,428084
663,11.34,427849
664,11.36,427975
663,11.40,427919
663,11.51,427985
662,11.49,427574
662,11.58,427789
662,11.58,427718
662,11.60,427807
661,11.60,427663
662,11.58,428006
663,11.51,428030
663,11.36,427818
663,11.36,427758
663,11.38,427961
663,11.52,428011
663,11.52,428132
663,11.50,428081
663,11.45,427903
663,11.48,427866
663,11.49,427892
662,11.51,427877
662,11.55,427694
661,11.75,428086
661,11.70,427864
662,11.68,428027
662,11.65,428133
662,11.54,427681
662,11.69,428088
662,11.59,428047
662,11.70,428077
662,11.56,427845
662,11.48,427468
662,11.50,427760
662,11.56,427817
661,11.60,427536
661,11.75,427832
661,11.80,427995
661,11.78,428013
661,11.71,427710
661,11.74,427721
660,11.75,427593
661,11.79,427896
661,11.76,427789
661,11.74,428056
661,11.71,427857
661,11.69,427711
660,11.78,427668
660,11.76,427732
660,11.86,427696
660,11.78,427668
661,11.72,427739
661,11.74,427790
661,11.78,427870
660,11.73,427621
660,11.80,427762
660,11.86,427848
660,11.85,427905
660,11.80,427723
661,11.73,427768
661,11.69,427682
661,11.65,427641
660,11.70,427564
661,11.70,427647
660,11.70,427491
660,13.50,432310
664,18.73,451913
678,14.44,441925
678,8.07,425488
670,12.06,432635
674,14.30,439906
677,10.92,432456
673,11.39,431946
672,12.28,434092
673,12.16,433853
672,12.18,433820
673,12.23,433989
672,12.18,433657
672,12.18,433833
673,12.24,434065
672,12.18,433702
672,12.17,433536
672,12.22,433880
672,12.20,433852
672,12.20,433842
672,12.14,433718
673,12.13,433836
673,12.09,433822
673,12.11,433759
673,12.09,433716
673,12.13,433799
673,12.09,433753
673,12.13,433917
673,12.09,433704
673,12.12,433711
672,12.17,433599
672,12.30,433878
671,12.26,433544
671,12.34,433709
671,12.37,433667
671,12.46,433823
670,12.44,433525
670,12.47,433486
670,12.52,433716
671,12.47,433906
671,12.36,433498
671,12.49,433823
671,13.01,435256
672,14.62,440159
677,13.12,437910
674,11.23,432185
672,13.06,436120
675,13.86,439336
676,11.89,434312
674,12.39,434916
675,13.46,438185
676,12.44,435780
674,12.26,434721
675,13.26,437828
676,12.26,435418
674,12.21,434548
675,13.15,437427
676,12.37,435779
674,11.90,433830
674,13.12,436803
676,13.17,437751
675,12.03,434625
674,12.53,435517
675,13.12,437241
675,12.56,435965
675,12.49,435537
674,13.10,436838
676,13.26,437886
676,11.97,434551
674,12.52,435434
676,13.21,437775
676,11.91,434448
674,12.08,434363
675,13.05,437192
675,12.25,435165
674,12.31,434827
675,13.00,437023
676,12.52,436217
675,11.89,433973
